case_name,incident_date,incident_name,incident_tx_hashes,source_url,incident_record_sha256,tx_hash_count,reconstruction_status
jumpfarm,2023-09-05,JumpFarm,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,0d0b062e1f0d40d4e6726d6175a56edd8cf39ac6144c15cfeea698f6448ea4c7,0,requires_additional_incident_tx_source
quantumwn,2023-09-05,QuantumWN,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,9fea35e24fa664c421d81962af5106dfdcad6cd39baa4ee715401d096783263a,0,requires_additional_incident_tx_source
uniclynft,2023-09-16,uniclyNFT,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,0db0d6c9904687a9776a665c0520cd1a78c808142ec840b562f94e2f4cb60377,0,requires_additional_incident_tx_source
bh,2023-10-11,BH,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,d1106cb47b8157ac5f170d68d85ccd44b5f16f7588cf5d6e6c0dcd7c76d4fd18,0,requires_additional_incident_tx_source
depayrouter,2023-10-05,DePayRouter,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,678451b45a53f4ee384c87cc3134587e84b856c5e44a23003787abf1ad5908a3,0,requires_additional_incident_tx_source
astrid,2023-10-28,AstridProtocol,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,1df4c4dc2d6d91e85e110d98993c38b3ee183c950028cddbdca2bdb4c36bc11e,0,requires_additional_incident_tx_source
hopelend,2023-10-18,Hopelend,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,ac3363b2ee8827a619f153f254a699bb2ff1a671a64d2945ea708e69bd5e5908,0,requires_additional_incident_tx_source
openleverage,2023-10-22,OpenLeverage,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,654f68a7a2afa70319c628bab97c627cb470f2f69b7a6e866b13a5689fc30f3d,0,requires_additional_incident_tx_source
zs,2023-10-08,ZS,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,b503ee263e167bb1e9fc5c91e7df46904eb33a13d2a864d82f3035214dc0fbf4,0,requires_additional_incident_tx_source
wiselending,2023-10-13,WiseLending,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,fe4ed68a0d11da3971450e0fc0bfe4d199e0e390deb63e1df86381c1747e3f10,0,requires_additional_incident_tx_source
pseudoeth,2023-10-08,pSeudoEth,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,7367a892fb5af9fd9f54b20be34fbf9f07f2c20629b7196b40d75f65936feb46,0,requires_additional_incident_tx_source
ktaf,2023-10-19,kTAF,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,91ed447eedeac861483bcb32fe39cf0f028a35e3a80b97590af5d896965fb3b4,0,requires_additional_incident_tx_source
3913,2023-11-02,3913Token,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,20362fa28aa1bb400084b54890828ea4b8659ffc51d056fb6bba1172b04e8731,0,requires_additional_incident_tx_source
burntbubba,2023-11-29,Burntbubba,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,366337a679c5ba2ed9ef400c4d32ebc352b5fe185180f081b8914db6a7eada2b,0,requires_additional_incident_tx_source
fiberrouter,2023-11-28,FiberRouter,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,95e91dd1b0cd068b0894f826cee24f481cbae5f53f92b24d7f8f5720604ba795,0,requires_additional_incident_tx_source
carolprotocol,2023-11-30,CAROLProtocol,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,9033a03fb8b67fb19794406d2629035a33362c3189cedc26dc77bdb8cb78c188,0,requires_additional_incident_tx_source
ehx,2023-11-15,EHX,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,a18c1d9fe7bf05d142752c8e0f8f37630c645e3812628dd1b9fefbc27a7b7fbf,0,requires_additional_incident_tx_source
mahalend,2023-11-11,MahaLend,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,06a6d113019acfeb5d11061532075f5f388fa6e5707881f5ed656071edc3ced3,0,requires_additional_incident_tx_source
swampfinance,2023-11-01,SwampFinance,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,eb471c333ebe8db5610ae95946d94aed50d9c24c5cffc4db6f38a5d78fde763c,0,requires_additional_incident_tx_source
raft,2023-11-10,Raft_fi,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,cd2bdd74e5aee1be8cba6a272c1b7db7894120764fc783c363fdac039aff50fe,0,requires_additional_incident_tx_source
rbalancer,2023-11-07,RBalancer,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,f98b66442523d7382a3a7b7768fa85a68ce5e95cf5aa81f7e5e42c6e811bd5f2,0,requires_additional_incident_tx_source
shibatoken,2023-11-17,ShibaToken,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,b7cada09b59c506a4279b6085113710972cd4b2e987982fdf0cf8f66a2f23e9e,0,requires_additional_incident_tx_source
weco,2023-11-16,WECO,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,14401dcdb399156770a4d9b4ffb98d2e2a6944a63b11fa8b97a631fe80020e24,0,requires_additional_incident_tx_source
thenftv2,2023-11-25,TheNFTV2,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,19f81547a90b10e10774cc280d2fe983bd9e783d44d5a7e1c549a539e3c657de,0,requires_additional_incident_tx_source
onyxprotocol,2023-11-01,OnyxProtocol,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,7116148618bbe8823ac7a52bfaf220ce1b34c08acf031c7c8981600fbd92b5a2,0,requires_additional_incident_tx_source
bct,2023-12-09,BCT,"[""0xdae0b85e01670e6b6b317657a72fb560fc388664cf8bfdd9e1b0ae88e0679103""]",https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,d383d3e9c327db3e9d2a87f0fc215949e69191db48a244738eb1159f162ba6e7,1,ready_for_dual_provider_receipt_reconstruction
trustpad,2023-11-06,TrustPad,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,4d6b4d45d86c9c069ff296c83604a785dfcc737cd3d9b51d7a8bc3506f41a170,0,requires_additional_incident_tx_source
grok,2023-11-10,grok,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,e6dfdd6d17f539627a862d0a82813a66ea958dab84e88a02b14a2b1ac525fd46,0,requires_additional_incident_tx_source
goodcompound,2023-12-11,GoodCompound,"[""0x1106418384414ed56cd7cbb9fedc66a02d39b663d580abc618f2d387348354ab""]",https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,7dc5d204b5cb5a34028972db2983f76e1a720919fabdf794e811acb9d09a6488,1,ready_for_dual_provider_receipt_reconstruction
bearndao,2023-12-05,BEARNDAO,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,5dee561336da19644235b4f8c44cb6d54b8c7dde9d4fe0591286868da1ec2627,0,requires_additional_incident_tx_source
hypr,2023-12-13,HYPR,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,e3739679326c6468745c0daeac1cce1d40126fb342045cebba0b2f68c218a8c9,0,requires_additional_incident_tx_source
floorprotocol,2023-12-17,FloorProtocol,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,d552f58095a5c1b67278afdd5a9f1346ae00d63ce1b4de551a6e1b351e2523ad,0,requires_additional_incident_tx_source
xai,2023-11-15,XAI,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,61aa313d22ea002b4b00c6a6de0a36276886e72679c6ddb006a2b8795deb1a33,0,requires_additional_incident_tx_source
mamo,2023-12-05,MAMO,"[""0x189a8dc1e0fea34fd7f5fa78c6e9bdf099a8d575ff5c557fa30d90c6acd0b29f""]",https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,b179fe0d475faa52efde723526c07cfa6d03e48171fb2fddb5afc889107b6a26,1,ready_for_dual_provider_receipt_reconstruction
gooddollar,2023-12-16,GoodDollar,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,6a95eea8103582c2f5632f1537abceaed8eff172c0887c3cc15a60354a1fd7d3,0,requires_additional_incident_tx_source
kest,2023-12-16,KEST,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,99d06bdb5b484c933c76644cf093265b2be4def011b3434388bdd1481f20e471,0,requires_additional_incident_tx_source
nfttrader,2023-12-16,NFTTrader,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,55ef990ada51be5cab3dba4ee4608c297453af35b523388f7a3290b3bc02400f,0,requires_additional_incident_tx_source
pineprotocol,2023-12-22,PineProtocol,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,88724faa3deeba2c694b22a6f2b8f554d6a452e55f7d5866e7fb67bbe517c669,0,requires_additional_incident_tx_source
cfc,2023-06-15,CFC,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,77b3284608b7251b4ae0b068d00f1561974249a2e86071fcc807e3196eb56a83,0,requires_additional_incident_tx_source
shido,2023-06-23,SHIDO,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,02f500349f984568ee26a4a76e055cc50cee94249fb6cd64987772f0187ecf20,0,requires_additional_incident_tx_source
paraspace,2023-03-17,ParaSpace NFT,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,f76325e990b992d20458c0d86b7fa77bba088347856fc8cd9d4bb12e33b3dfc0,0,requires_additional_incident_tx_source
allbridge_2,2023-04-02,Allbridge,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,9e6ba73f3f619cf65fc515389a80b649a51aa891855bd02aaed3938aad6973b1,0,requires_additional_incident_tx_source
lusd,2023-07-07,LUSD,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,548fa2554a015e3e4ac4533680e800fbfed217cea5fb939376b2e620239adfc3,0,requires_additional_incident_tx_source
gss,2023-08-24,GSS,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,0122f962f73ed6d70d7072a745df25f84bcc6f37a84e727e4be922b835e36529,0,requires_additional_incident_tx_source
xsdwethpool,2023-09-26,XSDWETHpool,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,5171a72c631a0930c60cf394ca3b8b53732efe7023d737f87503743b37eb8dc8,0,requires_additional_incident_tx_source
laeeb,2023-10-30,LaEeb,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,5d8182089bda62f6d5bf44380c6d651479cecf5301f21a488a6128e18fef824e,0,requires_additional_incident_tx_source
ais,2023-11-29,AIS,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,201fb0e192b801dcf1d6a5bd5cb66779a4a53d0312239f571733153ff40c12c6,0,requires_additional_incident_tx_source
hct,2023-09-07,HCT,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,9f533b702a0b779e816436d168cac8002a4e871939e3c2589b2e6b0e106533dc,0,requires_additional_incident_tx_source
lqdx_alert,2024-01-10,LQDX,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,d30061a939fbd172dd528982a413b74d964553eaf8a2aa841dbf758a368fee8e,0,requires_additional_incident_tx_source
bmizapper,2024-01-17,BmiZapper,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,3639359f34a51931ad664ca625decddd72117909a07861077bb648ff94277c3c,0,requires_additional_incident_tx_source
mic,2024-01-02,MIC,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,949c8d012eb705b561f67c12fe8ae383cc1da5479537f8f136bc7ad1b38971ff,0,requires_additional_incident_tx_source
barleyfinance,2024-01-28,BarleyFinance,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,db29e517b67f809a29faeda998ccaf52c5c2cdbf28690ee42a52da070f9c0dbb,0,requires_additional_incident_tx_source
mimspell2,2024-01-30,MIMSpell,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,7d204cc7ae208880f66356502374e7a7f0f35543be63f2bbaca9a9a8da3c9dd3,0,requires_additional_incident_tx_source
peapodsfinance,2024-01-29,PeapodsFinance,"[""0x95c1604789c93f41940a7fd9eca11276975a9a65d250b89a247736287dbd2b7e""]",https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,c5deade4aaa511c50cb8d90d1504dd401639fdb69b10edcef3754925cfa6f6cf,1,ready_for_dual_provider_receipt_reconstruction
wiselending02,2024-01-12,WiseLending,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,50b2a0eee9425c4ead1268ef12814a6a8221bd166b4753b3889b49cacf3d3f14,0,requires_additional_incident_tx_source
socketgateway,2024-01-12,SocketGateway,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,2b4ce27886dead1cc4ae34b1a0a69a1ea6dd8104f38a47c8116ef22a96daefe4,0,requires_additional_incident_tx_source
wiselending03,2024-01-12,WiseLending,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,50b2a0eee9425c4ead1268ef12814a6a8221bd166b4753b3889b49cacf3d3f14,0,requires_additional_incident_tx_source
xsij,2024-01-30,XSIJ,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,c97b25d36a3fef48ca7bc8103e8c1d6e579339f997e43c74bb817ab44d6c87e4,0,requires_additional_incident_tx_source
adc,2024-02-02,ADC,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,a6aa25024b5c3c0ca953e7b98316fd7bea7461755f9dd2af8526f13f007c4aa3,0,requires_additional_incident_tx_source
affinedefi,2024-02-01,AffineDeFi,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,eb180fbd5bee6ef5019e8e555a2c17119054757202ebb0bf4a43a0dacaf00618,0,requires_additional_incident_tx_source
compounduni,2024-02-23,CompoundUni,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,ffcee63a14befeae862132a30476945ce2fde227a46721041038e0787bacfa20,0,requires_additional_incident_tx_source
burnsdefi,2024-02-05,BurnsDefi,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,265e1eac745e43e9ee9a6276b6b6ee88b14f5fe4d6df50467ee5f484defad84c,0,requires_additional_incident_tx_source
bob,2023-12-17,Bob,"[""0xfb14292a531411f852993e5a3ba4e7eb63ed548220267b9b3f4aacc5572d3a58""]",https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,17f5d16399b99744915e61ff799b26570429e1006f523638a7966750b038ecb5,1,ready_for_dual_provider_receipt_reconstruction
blueberryprotocol,2024-02-23,BlueberryProtocol,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,60aabd122c2d8b0061099f513c14957a2e5da4068f4db46d6a27ca467556cc05,0,requires_additional_incident_tx_source
deeznutz404,2024-02-21,DeezNutz 404,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,f6952ee7e82c2330ee34a5e0523ea1c385dd30587c5e8642f85c77ea465cd7b8,0,requires_additional_incident_tx_source
bzx2,2023-12-02,bZxProtocol,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,9fc1c25f3ca0e8392d8d191c970f073b19918428eb969b4ed2297cb5018c42bf,0,requires_additional_incident_tx_source
game,2024-02-11,Game,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,94218a4c59634455733d1e133df7bc0e2f2748862665e422d3583a86c46770ca,0,requires_additional_incident_tx_source
dualpools,2024-02-15,DualPools,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,bcaaf111f622e5eeae5e08b76b369ca38ef7be3bee6d3114848f7104456432d9,0,requires_additional_incident_tx_source
miner_bsc,2024-02-13,MINER,"[""0x15ab671c9bf918fa4b6a9eed9ccb527f32aca40e926ede2aec2c84dfa9c30512""]",https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,27d1222a244c0e8696cf08e8ac3f932d4a07a63c654a26fa0b5ea764e5747c47,1,ready_for_dual_provider_receipt_reconstruction
particletrade,2024-02-16,ParticleTrade,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,c17093906d9fddeb7232d9d0103a9478c8297d0a7f3a7cbcc76ce13c9f834755,0,requires_additional_incident_tx_source
pandora,2024-02-08,Pandora,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,16591f0b417fe89d668500391323f06f3915d4146bee27f6d215479ca4c7ceb0,0,requires_additional_incident_tx_source
ruggedart,2024-02-19,RuggedArt,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,b96e4beae540039d7e5eb0ee288ff680aeccac877eb67d614b67e34f9a989e54,0,requires_additional_incident_tx_source
miner,2024-02-15,Miner,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,0775a94dcf7643f9030636f2a55469244d0a21be30cdce0696e51ed46424a1bd,0,requires_additional_incident_tx_source
seneca,2024-02-28,Seneca,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,b05abcad1d388f6ff123057d5f2c3487ce8e1eec7726cd59dbbee28367ebe03c,0,requires_additional_incident_tx_source
alp,2024-03-06,ALP,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,0de79cc11a059ace9aefeb2886e4c5ffb713f2bb9621c23cb169bbba910783bd,0,requires_additional_incident_tx_source
ethfin,2024-03-29,ETHFIN,"[""0xfe031685d84f3bae1785f5b2bd0ed480b87815c3f23ce6ced73b8573b7e367c6""]",https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,f01386ab0de755e57cfd0f723a643a2e766247e7fcafcb7f81cb5b11143c8a61,1,ready_for_dual_provider_receipt_reconstruction
ark,2024-03-24,ARK,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,e50a7bb3c2733107603adfed5372d02745bd5174cb3fdd84c7e6353a471e22c9,0,requires_additional_incident_tx_source
bbt,2024-03-12,BBT,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,9f2f49493c72fe8ff43d79ef586532411912c67d0983cfb540131258f49b21da,0,requires_additional_incident_tx_source
binemon,2024-03-11,Binemon,"[""0x1999bb5c11a8d8bfa7620fc5cc37f5bc59c1a99d7a9250a8d6076c93bbdbeb5f""]",https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,e8a887a999b4b3b770c4e49747a6390331349d4a954b8ab626726e5a4c9039a1,1,ready_for_dual_provider_receipt_reconstruction
juice,2024-03-09,Juice,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,edf95975a839530d3698c70183349a2307d95b1085ccd96ab1b1ddac7ed034be,0,requires_additional_incident_tx_source
tgbs,2024-03-06,TGBS,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,dada65ea568337224ab95364259cae8ae28d0a3c01c7af53d4e10f0632ab8863,0,requires_additional_incident_tx_source
atm,2024-04-01,ATM,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,95cee1d24d8650f9da0c59a2a9aff8afbd3fdd0f132af668b75a59c276d78c2e,0,requires_additional_incident_tx_source
chaingefinance,2024-04-15,ChaingeFinance,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,7177e57a26a75280777bdd502119c6fb1d38129c8dcb82e0eadb355285b1e5da,0,requires_additional_incident_tx_source
fil314,2024-04-12,FIL314,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,19e1ba93150df827693daea4c2be72ca054e7604db321bcee0f958405e98cbd2,0,requires_additional_incident_tx_source
gfa,2024-04-15,GFA,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,858e84f822ad2f3a83fe2fb90327c14e4d0b69f1378e126433c6d807044c7072,0,requires_additional_incident_tx_source
hackathon,2024-04-14,Hackathon,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,b5624d43a70c90edbd8c0bd3d1f0371f59b3cb0e663515cc394e09736f6d6fbb,0,requires_additional_incident_tx_source
hoppyfrogerc,2024-04-02,HoppyFrogERC,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,bf3fd47a10acdd2313a5c52a3c1e2043ba7f7f250781dcd166ed5a2a7824c939,0,requires_additional_incident_tx_source
hedgeyfinance,2024-04-19,HedgeyFinance,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,da054823043fabcbaea1af2633f5fbfd808347c1eed7abc0810e4f2d10ddff04,0,requires_additional_incident_tx_source
ngfs,2024-04-25,NGFS,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,cdc98e342b5f20196760b8f3f3fa386d8ace8de704cd4376f967a19581aea5ff,0,requires_additional_incident_tx_source
satx,2024-04-16,SATX,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,175d3783beef60cdcf7797db25f9faa90f4ff8539e9df558f3bb259ec23aa21a,0,requires_additional_incident_tx_source
squid,2024-04-08,SQUID,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,9aeb0332c8dd2dcc094ae6b2e1d3d8e3ea2429456e4b640a45aea0a323a2fc94,0,requires_additional_incident_tx_source
ups,2024-04-09,UPS,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,51f78c033326ec8fd168324bd0ac45d36c26d4f1f940e092aad883cd7af4b139,0,requires_additional_incident_tx_source
openleverage2,2024-04-01,OpenLeverage,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,8928afa376159d465de3d9059561b81929a7a6678a01ddfd9373bddab7bfc12a,0,requires_additional_incident_tx_source
wsm,2024-04-04,wsm,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,6ebf183070e1711164de4a9e5441d20d49ab6642ebfb907bbad78b3ab459f279,0,requires_additional_incident_tx_source
z123,2024-04-22,Z123,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,e6a272d372505fb0eb121b5577cad10ae7ee0fe1346ec4cc2ff01c9d29be86b5,0,requires_additional_incident_tx_source
yiedl,2024-04-24,YIEDL,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,76033ec824db565b5b708643aaf40a4d7a0541b1c1fb24f9c12e012870dc58b7,0,requires_additional_incident_tx_source
burner,2024-05-22,Burner,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,9dd327b708361039ad9eae2dc3d7fcf60cbf785ebdb2c4212f6a6a3c93a1493a,0,requires_additional_incident_tx_source
excommunity,2024-05-28,EXcommunity,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,26d6230ac9333918e343cfd541228c24d7433528e51810166077f16609a20473,0,requires_additional_incident_tx_source
sumermoney,2024-04-12,SumerMoney,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,6cc89722848c536bcd753f43891230e7b3a988e74cdc7d55656ff1fc0078e409,0,requires_additional_incident_tx_source
metadragon,2024-05-29,MetaDragon,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,1e9b3302b8ae889be71e7956627b95c3c1ab4311ce3571bab3ad4d931b13ebd2,0,requires_additional_incident_tx_source
gpu,2024-05-08,GPU,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,027e56e1e787248ceae2146fecdfdac737957ba29b3ebceb2270e2aaee7c6622,0,requires_additional_incident_tx_source
liquiditytokens,2024-05-31,Liquiditytokens,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,a4cea0dac6a525cc4a4cce0b03ddd11e80fcb5432ec49be30d50c2300f1584ae,0,requires_additional_incident_tx_source
redkeyscoin,2024-05-27,RedKeysCoin,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,672316711fec40f5ea6c201714b27271557d853c8e4ab5fcd177a9e7d3210d23,0,requires_additional_incident_tx_source
normie,2024-05-26,NORMIE,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,1668476350face84c4047a54866f1d20196edb0343f825c46251fd24fff24262,0,requires_additional_incident_tx_source
osn,2024-05-06,OSN,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,878a5450867bc251fd18574d2e3f1a024904b760638fb6c3d600f58ca029b29e,0,requires_additional_incident_tx_source
tsuru,2024-05-10,TSURU,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,607e6288b33aa05c4c1e86e9ee60b010e010f81d934b22d13ecbb02d6185dde0,0,requires_additional_incident_tx_source
apemaga,2024-06-27,APEMAGA,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,1cc128736e14561a77c3b37726783777bcab7d3d2a38aa2eafa21d68ef076c79,0,requires_additional_incident_tx_source
crb2,2024-06-16,Crb2,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,d4776b2c0dd3e41c587fb086e813a82db68119563fed2cb7d67be2fad17ea62b,0,requires_additional_incident_tx_source
incufi,2024-06-18,INcufi,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,6250ecba3d8bd005ba1e2ac25a675355ca4c85f81f40c89b9498b2ba1c9d56fb,0,requires_additional_incident_tx_source
ncd,2024-06-04,NCD,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,6f85029f0b72cbbaa1d0fc7fbb5c18028f0421d573a709a115fe205e2ef5777b,0,requires_additional_incident_tx_source
tradeonorion,2024-05-28,Tradeonorion,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,ee395b7b8664604d26884bba4950beb883014e652e33621ab703f2e428213d69,0,requires_additional_incident_tx_source
dyson_money,2024-06-17,Dyson_money,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,6b70b83131463d105ba87674979eb794bf78d0434383b305cfcdbc206f5f160a,0,requires_additional_incident_tx_source
steamswap,2024-06-06,SteamSwap,[],https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2024/README.md,865b131d37abdd3846e5b68ace04d63088c6bd7499aac7910abb432badb87bbe,0,requires_additional_incident_tx_source
