case_name,task_source,chain,fork_block_number,target_contract_address,evm_version,case_id,incident_date,incident_name,mechanism_raw,incident_contract_path,incident_chain,source_url,source_status,source_snapshot_sha256,incident_record_sha256,incident_reference_urls,incident_tx_hashes,incident_loss_text,match_method,incident_metadata_present,benchmark_fork_anchor_present,deployment_block,prediction_cutoff_block,incident_block_or_time,source_availability_time,runtime_bytecode_hash_at_cutoff,outcome_adjudication_id,temporal_certification,admissibility_reason_codes,exact_identity_key,exact_identity_group,runtime_code_group,metadata_stripped_code_group,proxy_type,implementation_at_cutoff,proxy_lineage_status
jay,defihacklabs,ethereum,16288199,0xf2919d1d80aff2940274014bef534f7791906ff2,,ca2-3d7964746397bc97e185,2022-12-29,JAY,Insufficient validation + Reentrancy,src/test/2022-12/JAY_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,db1386515f5590d05f7541d5408962e432cf7a36b642148c7d48db338e720977,"[""https://twitter.com/BlockSecTeam/status/1608372475225866240""]",[],~15.32 ETH,exact_contract_basename,True,True,,,2022-12-29,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0xf2919d1d80aff2940274014bef534f7791906ff2,420f9e1882109b09db73,,,,,not_resolved_requires_archive_rpc
dfs,defihacklabs,bsc,24349821,0x2b806e6d78d8111dd09c58943b9855910bade005,,ca2-e488b8f22881b9feaedd,2022-12-30,DFS,Insufficient validation + flashloan,src/test/2022-12/DFS_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,e765f32ba2f1e0a49a1197f2d14f219e54cc1ed2553a8e4fcb4837bb18023780,"[""https://twitter.com/CertiKAlert/status/1608788290785665024""]",[],$1450,exact_contract_basename,True,True,,,2022-12-30,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x2b806e6d78d8111dd09c58943b9855910bade005,fb75241a8cb6c21cd154,,,,,not_resolved_requires_archive_rpc
bgld,defihacklabs,bsc,23844529,0xe445654f3797c5ee36406dbe88fbaa0dfbddb2bb,,ca2-d0b1ccc1d33cfcce8cbb,2022-12-12,BGLD (Deflationary token),FlashLoan price manipulation,src/test/2022-12/BGLD_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,b4331ab675cd1aeda7e8523c81fb680ad14fb0ca68b8ac43567239d25d99bd1a,"[""https://twitter.com/BlockSecTeam/status/1602335214356660225""]",[],$18k,exact_contract_basename,True,True,,,2022-12-12,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0xe445654f3797c5ee36406dbe88fbaa0dfbddb2bb,7b43be1d35fc5fc61a91,,,,,not_resolved_requires_archive_rpc
rubic,defihacklabs,ethereum,16260580,0x3335a88bb18fd3b6824b59af62b50ce494143333,,ca2-4ab53dc147bf1894e356,2022-12-25,Rubic,Arbitrary External Call Vulnerability,src/test/2022-12/Rubic_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,da04e68c0f4514a328d8599802a7ac32ff9f8f776a7cd9d7234b41de7ff62a3c,"[""https://twitter.com/BlockSecTeam/status/1606993118901198849"", ""https://twitter.com/peckshield/status/1606937055761952770""]",[],$1.5M,exact_contract_basename,True,True,,,2022-12-25,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x3335a88bb18fd3b6824b59af62b50ce494143333,2d4918fcbe897c2669e5,,,,,not_resolved_requires_archive_rpc
tifi,defihacklabs,bsc,23778726,0x8a6f7834a9d60090668f5db33fec353a7fb4704b,,ca2-11258a259a94c2ae2ec5,2022-12-10,TIFIToken,FlashLoan price manipulation,src/test/2022-12/TIFI_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,7f82c3b22f877b29e73579743e56feb968524e2feba88c81bc4782f118d40a27,"[""https://twitter.com/peckshield/status/1601492605535399936""]",[],87 WBNB,exact_contract_basename,True,True,,,2022-12-10,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x8a6f7834a9d60090668f5db33fec353a7fb4704b,3993ede49f0406d0e570,,,,,not_resolved_requires_archive_rpc
qixi,defihacklabs,bsc,20120884,0x65f11b2de17c4af7a8f70858d6ccb63aac215697,,ca2-7a7cf3302259e6efdd08,2022-08-03,Qixi,Underflow,src/test/2022-08/Qixi_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,ecb01762f527766c39fe2d3f5372891ed460cf2be0f313effdfc71c9a565b929,"[""https://x.com/8olidity/status/1555366421693345792""]",[],,exact_contract_basename,True,True,,,2022-08-03,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x65f11b2de17c4af7a8f70858d6ccb63aac215697,bad8d04cecf9907d0566,,,,,not_resolved_requires_archive_rpc
xcarnival,defihacklabs,ethereum,15028846,0x39360ac1239a0b98cb8076d4135d0f72b7fd9909,,ca2-bf6bdd3510f2428b0575,2022-06-26,XCarnival,Infinite Number of Loans,src/test/2022-06/XCarnival_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,88bf3e75a8bcebe33c14479d0616c9df90bd72e57b5190dbd7b85c8d5de477d1,"[""https://twitter.com/BlockSecTeam/status/1541070850505723905"", ""https://twitter.com/XCarnival_Lab/status/1541226298399653888"", ""https://twitter.com/peckshield/status/1541047171453034501""]",[],,exact_contract_basename,True,True,,,2022-06-26,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x39360ac1239a0b98cb8076d4135d0f72b7fd9909,819f86fc59c6392253ef,,,,,not_resolved_requires_archive_rpc
novo,defihacklabs,bsc,18225002,0x6fb2020c236bbd5a7ddeb07e14c9298642253333,,ca2-441ed1a86d9edadc1707,2022-05-29,NOVO Protocol,Flashloan & Price Oracle Manipulation,src/test/2022-05/Novo_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,80dbdee6522539fe7f9968d8aa1115f0501afebf84304c7d09a8cf60a4c01058,"[""https://bscscan.com/address/0xa0787daad6062349f63b7c228cbfd5d8a3db08f1#code"", ""https://bscscan.com/tx/0xc346adf14e5082e6df5aeae650f3d7f606d7e08247c2b856510766b4dfcdc57f"", ""https://www.panewslab.com/zh_hk/articledetails/f40t9xb4.html""]","[""0xc346adf14e5082e6df5aeae650f3d7f606d7e08247c2b856510766b4dfcdc57f""]",,exact_contract_basename,True,True,,,2022-05-29,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x6fb2020c236bbd5a7ddeb07e14c9298642253333,e5ec18dadc9efec34265,,,,,not_resolved_requires_archive_rpc
xst,defihacklabs,ethereum,15310016,0xb276647e70cb3b81a1ca302cf8de280ff0ce5799,,ca2-3ce3786a7c84825faed0,2022-08-10,XSTABLE Protocol,Incorrect Logic Check,src/test/2022-08/XST_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,ac980aa50936e743b521836e95229deb5e03a037f3e51a56bce508ae29842a7c,"[""https://mobile.twitter.com/BlockSecTeam/status/1557195012042936320""]",[],,exact_contract_basename,True,True,,,2022-08-10,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0xb276647e70cb3b81a1ca302cf8de280ff0ce5799,1d40c183e7b07b26cb18,,,,,not_resolved_requires_archive_rpc
bbox,defihacklabs,bsc,23106506,0x5dfc7f3ebbb9cbfe89bc3fb70f750ee229a59f8c,,ca2-7063be755a02e6e0df10,2022-12-05,BBOX,FlashLoan price manipulation,src/test/2022-12/BBOX_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,d515ed7adc9406e1fd4d2bb26fb010dcff10f5685bb1cbea64f5dc803bec1159,"[""https://twitter.com/AnciliaInc/status/1599599614490877952""]",[],12k,exact_contract_basename,True,True,,,2022-12-05,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x5dfc7f3ebbb9cbfe89bc3fb70f750ee229a59f8c,b566ddb9c1a9397a149d,,,,,not_resolved_requires_archive_rpc
nmbplatform,defihacklabs,bsc,23639507,0x3aa2b9de4ce397d93e11699c3f07b769b210bbd5,,ca2-3a72b153af20c2c77bb7,2022-12-14,Nmbplatform,FlashLoan price manipulation,src/test/2022-12/Nmbplatform_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,37a693062e1c454bcdd647800fb3848ffca994e2e26dfb9c04d914e0e7986a0d,"[""https://twitter.com/BlockSecTeam/status/1602877048124735489""]",[],76k,exact_contract_basename,True,True,,,2022-12-14,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x3aa2b9de4ce397d93e11699c3f07b769b210bbd5,bd74513d85e1ed79d427,,,,,not_resolved_requires_archive_rpc
rfb,defihacklabs,bsc,23649423,0x26f1457f067bf26881f311833391b52ca871a4b5,,ca2-cb9d62babfef067f9bc8,2022-12-05,RFB,Predicting Random Numbers,src/test/2022-12/RFB_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2022/README.md,frozen_public_source_hashed,e7668ddd37e305db9052d4f208bb3b87d1e75956950739d5e9f1fd66f4c26267,4c22db30e2907b87781834b816f73a5451ddbd78318b377367142737299a5f35,"[""https://twitter.com/BlockSecTeam/status/1599991294947778560""]",[],12BNB,exact_contract_basename,True,True,,,2022-12-05,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x26f1457f067bf26881f311833391b52ca871a4b5,3e5af2290798a7e319e0,,,,,not_resolved_requires_archive_rpc
shoco,defihacklabs,ethereum,16440978,0x31a4f372aa891b46ba44dc64be1d8947c889e9c6,shanghai,ca2-0973b5638247f1875b62,2023-01-19,SHOCO,Reflection token,src/test/2023-01/SHOCO_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,78592a7b3034c3c46902ecbef7e8880793d53f634d01dfcc4cb88973dcb92bae,"[""https://github.com/Autosaida/DeFiHackAnalysis/blob/master/analysis/230119_SHOCO.md""]",[],~4ETH,exact_contract_basename,True,True,,,2023-01-19,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x31a4f372aa891b46ba44dc64be1d8947c889e9c6,d066f6dcb8f9ef51c064,,,,,not_resolved_requires_archive_rpc
qtn,defihacklabs,ethereum,16430212,0xc9fa8f4cfd11559b50c5c7f6672b9eea2757e1bd,shanghai,ca2-c5f9905c03ee273e260f,2023-01-18,QTNToken,business logic flaw,src/test/2023-01/QTN_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,97f79379800de58b011883fb2a3b22ada9dfc6c648e72c2674a80e4344a5ddd0,"[""https://twitter.com/BlockSecTeam/status/1615625901739511809""]",[],~2ETH,exact_contract_basename,True,True,,,2023-01-18,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0xc9fa8f4cfd11559b50c5c7f6672b9eea2757e1bd,3d09167aabd24c4c8a13,,,,,not_resolved_requires_archive_rpc
tinu,defihacklabs,ethereum,16489408,0x2d0e64b6bf13660a4c0de42a0b88144a7c10991f,shanghai,ca2-acd1e6758fc18c6f0e76,2023-01-26,TINU,Reflection token,src/test/2023-01/TINU_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,209b2350caa38b1ece628269e73da01c91e2584a7ea39cb8661f67cf821f0ca4,"[""https://twitter.com/libevm/status/1618718156343873536""]",[],22 ETH,exact_contract_basename,True,True,,,2023-01-26,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x2d0e64b6bf13660a4c0de42a0b88144a7c10991f,ccc9955e648f80702087,,,,,not_resolved_requires_archive_rpc
bra,defihacklabs,bsc,24655771,0x449fea37d339a11efe1b181e5d5462464bba3752,shanghai,ca2-71d01a519d5b777ca8d5,2023-01-10,BRA,Business Logic Flaw,src/test/2023-01/BRA_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,28c23d8c63daac50bc2d88fdd2e6da928eaad2ae14e15e393342b2bd7f5bdb60,"[""https://twitter.com/BlockSecTeam/status/1612701106982862849"", ""https://twitter.com/CertiKAlert/status/1612674916070858753""]",[],819 BNB (~224k$),exact_contract_basename,True,True,,,2023-01-10,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x449fea37d339a11efe1b181e5d5462464bba3752,db6d47992121d0fbda79,,,,,not_resolved_requires_archive_rpc
bevo,defihacklabs,bsc,25230702,0xc6cb12df4520b7bf83f64c79c585b8462e18b6aa,shanghai,ca2-b9cedafde58efbfc26fe,2023-01-30,BEVO,Reflection token,src/test/2023-01/BEVO_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,466f574ba0b6138ad285df179e8ef8e1f47132c03f6f4cec1ce0c17360bb607a,"[""https://twitter.com/QuillAudits/status/1620377951836708865""]",[],144 BNB,exact_contract_basename,True,True,,,2023-01-30,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0xc6cb12df4520b7bf83f64c79c585b8462e18b6aa,a17fadf905ba4b14f67c,,,,,not_resolved_requires_archive_rpc
omniestate,defihacklabs,bsc,24850696,0x6f40a3d0c89cffdc8a1af212a019c220a295e9bb,shanghai,ca2-9ed4dcb42bc3e395722f,2023-01-17,OmniEstate,No Input Parameter Check,src/test/2023-01/OmniEstate_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,339c1cb46cb4b8dba4a69aabf4bd3ddcdf16695bb4c9db2873ed5067910fd5c3,"[""https://twitter.com/BlockSecTeam/status/1615232012834705408""]",[],$70k(236 BNB),exact_contract_basename,True,True,,,2023-01-17,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x6f40a3d0c89cffdc8a1af212a019c220a295e9bb,0a9d84c0789648dc8fc5,,,,,not_resolved_requires_archive_rpc
gds,defihacklabs,bsc,24449918,0xc1bb12560468fb255a8e8431bdf883cc4cb3d278,shanghai,ca2-21e1af0751214952c72b,2023-01-03,GDS,Business Logic Flaw,src/test/2023-01/GDS_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,f133bcf77115517e92a74eaa4862856160367c7dfa6ab0ce717703333d38ca93,"[""https://twitter.com/BlockSecTeam/status/1610167174978760704"", ""https://twitter.com/peckshield/status/1610095490368180224""]",[],$180k,exact_contract_basename,True,True,,,2023-01-03,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0xc1bb12560468fb255a8e8431bdf883cc4cb3d278,24e2ff2f70b7c9dbd137,,,,,not_resolved_requires_archive_rpc
ufdao,defihacklabs,bsc,24705058,0xf887a2dac0dd432997c970bce597a94ead4a8c25,shanghai,ca2-9ab8788d5d7ac2a3947b,2023-01-11,UFDao,Incorrect Parameter Setting,src/test/2023-01/UFDao_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,3f87a9969fbd9c3a46a8b56de964bbd87d555974a9361bf27e54e156e94b6108,"[""https://twitter.com/BlockSecTeam/status/1613507804412940289""]",[],$90k,exact_contract_basename,True,True,,,2023-01-11,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0xf887a2dac0dd432997c970bce597a94ead4a8c25,791da04dc1a605f8ba47,,,,,not_resolved_requires_archive_rpc
upswing,defihacklabs,ethereum,16433820,0x35a254223960c18b69c0526c46b013d022e93902,shanghai,ca2-2f2a6d7666820b172f1a,2023-01-18,UPSToken,business logic flaw,src/test/2023-01/Upswing_exp.sol,ethereum,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,096a64991a7d2fc68aa16318ed16cec6cc60de825fa4e6de92de2b3425e4e1b3,"[""https://etherscan.io/tx/0x4b3df6e9c68ae482c71a02832f7f599ff58ff877ec05fed0abd95b31d2d7d912"", ""https://twitter.com/QuillAudits/status/1615634917802807297""]","[""0x4b3df6e9c68ae482c71a02832f7f599ff58ff877ec05fed0abd95b31d2d7d912""]",~22 ETH,exact_contract_basename,True,True,,,2023-01-18,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x35a254223960c18b69c0526c46b013d022e93902,46b78e6d4339b3e3e809,,,,,not_resolved_requires_archive_rpc
roefinance,defihacklabs,ethereum,16384469,0x5f360c6b7b25dfbfa4f10039ea0f7ecfb9b02e60,shanghai,ca2-0bd28c93ecf3fec1d833,2023-01-11,RoeFinance,FlashLoan price manipulation,src/test/2023-01/RoeFinance_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,4038cc16dc764000e5540fd5f01aa745903eea938e4ed3a99a5455622162b49e,"[""https://twitter.com/BlockSecTeam/status/1613267000913960976""]",[],$80k,exact_contract_basename,True,True,,,2023-01-11,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0x5f360c6b7b25dfbfa4f10039ea0f7ecfb9b02e60,0a5461fbb0196c78b32e,,,,,not_resolved_requires_archive_rpc
efvault,defihacklabs,ethereum,16696239,0xbdb515028a6fa6cd1634b5a9651184494abfd336,shanghai,ca2-99c425ac31ee8abd76f2,2023-02-24,EFVault,Storage Collision,src/test/2023-02/EFVault_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,68edecb51d2fa2593e02e14f18e96fd9ea8769ae3611be1d4dabd888b636bd01,"[""https://twitter.com/drdr_zz/status/1630500170373685248"", ""https://twitter.com/gbaleeeee/status/1630587522698080257"", ""https://twitter.com/peckshield/status/1630490333716029440""]",[],~$5.1M,exact_contract_basename,True,True,,,2023-02-24,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0xbdb515028a6fa6cd1634b5a9651184494abfd336,8c1cc322636922e6becb,,,,,not_resolved_requires_archive_rpc
fdp,defihacklabs,bsc,25430418,0x1954b6bd198c29c3ecf2d6f6bc70a4d41ea1cc07,shanghai,ca2-6d220be49d90b51ca6fd,2023-02-06,FDP,Reflection token,src/test/2023-02/FDP_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,3d906384ee936746d672dbfc3cad07972bb1e7119141ce312010671cf7c85581,"[""https://twitter.com/BeosinAlert/status/1622806011269771266""]",[],~16 WBNB,exact_contract_basename,True,True,,,2023-02-06,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0x1954b6bd198c29c3ecf2d6f6bc70a4d41ea1cc07,2a95a8c09c690a2e3259,,,,,not_resolved_requires_archive_rpc
dexible,defihacklabs,ethereum,16646022,0xde62e1b0edaa55aac5ffbe21984d321706418024,shanghai,ca2-12f0d5e40474ef0de502,2023-02-17,Dexible,Arbitrary External Call Vulnerability,src/test/2023-02/Dexible_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,4e6fd15f0c9f1255cfe205eaee2b040e69c0dac862c7bf768fe3fdc53312a057,"[""https://twitter.com/MevRefund/status/1626450002254958592"", ""https://twitter.com/peckshield/status/1626493024879673344""]",[],~$1.5M,exact_contract_basename,True,True,,,2023-02-17,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",ethereum:0xde62e1b0edaa55aac5ffbe21984d321706418024,924e7f5eed14f7830f87,,,,,not_resolved_requires_archive_rpc
dyna,defihacklabs,bsc,25879486,0xa7b5eabc3ee82c585f5f4ccc26b81c3bd62ff3a9,shanghai,ca2-d5206e281e59cc007b02,2023-02-22,DYNA,Business Logic Flaw,src/test/2023-02/DYNA_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,0606d32d977bdc3f23dd05023c118ba7841cf5fb14bdec135b2b1d42c7952174,"[""https://twitter.com/BeosinAlert/status/1628301635834486784"", ""https://twitter.com/BlockSecTeam/status/1628319536117153794""]",[],~$21k,exact_contract_basename,True,True,,,2023-02-22,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",bsc:0xa7b5eabc3ee82c585f5f4ccc26b81c3bd62ff3a9,0e3dcd4eec99a208ad9d,,,,,not_resolved_requires_archive_rpc
