case_name,chain,target_contract_address,fork_block_number,required_queries
bancor,ethereum,0x5f58058c0ec971492166763c8c22632b583f667f,10307563,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
compounderfinance,ethereum,0xaf274e912243b19b882f02d731dacd7cd13072d0,17426064,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
cellframe,bsc,0xb4e47c13db187d54839cd1e08422af57e5348fc1,28708273,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
biswap,bsc,0x839b0afd0a0528ea184448e890cbaaffd99c1dbf,29554461,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
ddcoin,bsc,0xb3a636ac4c271e6cd962cad98eae9cf71f5a49c8,28714107,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
mimspell,ethereum,0xa5564a2d1190a141cac438c9fde686ac48a18a79,17521638,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
myai,bsc,0xdb103fd28ca4b18115f5ce908baaeed7e0f1f101,29554343,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
pawnfi,ethereum,0x85018cf6f53c8bbd03c3137e71f4fca226cda92c,17496619,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
sellc03,bsc,0x84be9475051a08ee5364fba44de7fe83a5ecc4f1,29005754,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
depusdt_levusdc,ethereum,0x7b190a928aa76eece5cb3e0f6b3bdb24fcdd9b4f,17484161,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
shido_2,bsc,0xaf0ca21363219c8f3d8050e7b61bb5f04e02f8d4,29365171,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
un,bsc,0xfeafe253802b77456b4627f8c2306a9cebb5d681,28864173,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
vinu,ethereum,0xf7ef0d57277ad6c2babf87ab64ba61abdd2590d2,17421006,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
sturdy,ethereum,0x9f72dc67cec672bb99e3d02cbea0a21536a2b657,17460609,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
bno,bsc,0xdca503449899d5649d32175a255a8835a03e4006,30056629,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
apedao,bsc,0xb47955b5b7eaf49c815ebc389850eb576c460092,30072293,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
bamboo,bsc,0xed56784bc8f2c036f6b0d8e04cb83c253e4a6a94,29668034,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
conic02,ethereum,0x369cbc5c6f139b1132d3b91b87241b37fc5b971f,17743470,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
bao,ethereum,0xb0f8fe96b4880adbdede0ddf446bd1e7ef122c4e,17620870,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
conic,ethereum,0xbb787d6243a8d450659e09ea6fd82f1c859691e9,17740954,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
conic_2,ethereum,0xbb787d6243a8d450659e09ea6fd82f1c859691e9,17740954,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
gymnet,bsc,0x6b869795937dd2b6f4e03d5a0ffd07a8ad8c095b,30448986,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
ffist,bsc,0x80121da952a74c06adc1d7f85a237089b57af347,30113117,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
mintofinance,bsc,0xdbf1c56b2ad121fe705f9b68225378aa6784f3e5,30214253,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
newfi,bsc,0xb8dc09eec82cab2e86c7edc8dd5882dd92d22411,30043573,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
usdtstakingcontract28,ethereum,0x800cfd4a2ba8ce93ea2cc814fce26c3635169017,17696562,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
utopia,bsc,0xb1da08c472567eb0ec19639b1822f578d39f3333,30119396,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
palmswap,bsc,0xd990094a611c3de34664dd3664ebf979a1230fc1,30248637,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
sut,bsc,0xf075c5c7ba59208c0b9c41afccd1f60da9ec9c37,30165901,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
wgpt,bsc,0x1f415255f7e2a8546559a553e962de7bc60d7942,29891709,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
btc20,ethereum,0x1f006f43f57c45ceb3659e543352b4fae4662df7,17949214,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
ehive,ethereum,0x4ae2cd1f5b8806a973953b76f9ce6d5fab9cdcfd,17690497,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
balancer,ethereum,0x9210f1204b5a24742eba12f710636d76240df3d0,18004651,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
eac,bsc,0x64f291de10ecd36d5f7b64aaebc70943cface28e,31273018,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
earningfram,ethereum,0x863e572b215fd67c855d973f870266cf827aea5e,17875885,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
leetswap,base,0x94dac4a3ce998143aa119c05460731da80ad90cf,2031746,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
uwerx,ethereum,0x4306b12f8e824ce1fa9604bbd88f2ad4f0fe3c54,17826202,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
bfctoken,bsc,0x595eac4a0ce9b7175a99094680fbe55a774b5464,31599443,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
floordao,ethereum,0x759c6de5bca9ade8a1a2719a31553c4b7de02539,18068772,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
heavensgate,ethereum,0x8ebd6c7d2b79ca4dc5fbdec239a8bb0f214212b8,18069527,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
kub_split,bsc,0xc98e183d2e975f0567115cb13af893f0e3c0d0bd,32021099,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
jumpfarm,ethereum,0x05999eb831ae28ca920ce645a5164fbdb1d74fe9,18070346,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
quantumwn,ethereum,0x69422c7f237d70fcd55c218568a67d00dc4ea068,18070348,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
uniclynft,ethereum,0xd3c41c85be295607e8ea5c58487ec5894300ee67,18133171,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
bh,bsc,0xcc61cc9f2632314c9d452aca79104ddf680952b5,32512073,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
depayrouter,ethereum,0xae60ac8e69414c2dc362d0e6a03af643d1d85b92,18281129,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
astrid,ethereum,0xbaa87546cf87b5de1b0b52353a86792d40b8ba70,18448167,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
hopelend,ethereum,0x53fbcada1201a465740f2d64ecdf6fac425f9030,18377041,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
openleverage,bsc,0x7bacb1c805cbbf7c4f74556a4b34fde7793d0887,32820951,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
zs,bsc,0x12b3b6b1055b8ad1ae8f60a0b6c79a9825bcb4bc,32429591,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
wiselending,ethereum,0x84524baa1951247b3a2617a843e6ece915bb9674,18342120,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
pseudoeth,ethereum,0x2033b54b6789a963a02bfcbd40a46816770f1161,18305131,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
ktaf,ethereum,0xf5140fc35c6f94d02d7466f793feb0216082d7e5,18385885,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
3913,bsc,0xd74f28c6e0e2c09881ef2d9445f158833c174775,33132467,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
burntbubba,ethereum,0xa44e79a2c9a8965e7a6fa77bf0ca8faf50e6c73e,18680254,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
fiberrouter,bsc,0x4826e896e39dc96a8504588d21e9d44750435e2d,33874498,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
carolprotocol,base,0x26fe408bbd7a490feb056da8e2d1e007938e5685,7246080,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
ehx,bsc,0xe1747a23c44f445062078e3c528c9f4c28c50a51,33503911,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
mahalend,ethereum,0xfd11aba71c06061f446ade4eec057179f19c23c4,18544604,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
swampfinance,bsc,0x33adbf5f1ec364a4ea3a5ca8f310b597b8afdee3,33112358,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
raft,ethereum,0x9ab6b21cdf116f611110b048987e58894786c244,18543485,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
rbalancer,ethereum,0xa62f9c5af106feee069f38de51098d9d81b90572,18523440,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
shibatoken,bsc,0x13b1f2e227ca6f8e08ac80368fd637f5084f10a5,33528882,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
weco,bsc,0xd672b766d66662f5c6fd798a999e1193a7945451,33549937,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
thenftv2,ethereum,0x79a7d3559d73ea032120a69e59223d4375deb595,18647450,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
onyxprotocol,ethereum,0x5fdbcd61bc9bd4b6d3fd1f49a5d253165ea11750,18476512,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
bct,bsc,0x88b3eb62e363d9f153beab49c5c2ef2e785a375a,34204709,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
trustpad,bsc,0xe613c058701c768e0d04d1bf8e6a6dc1a0c6d48a,33260104,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
grok,ethereum,0x8390a1da07e376ef7add4be859ba74fb83aa02d5,18538678,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
goodcompound,ethereum,0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,18759540,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
bearndao,bsc,0x21125d94cfe886e7179c8d2fe8c1ea8d57c73e0e,34099688,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
hypr,ethereum,0x40c31236b228935b0329eff066b1ad96e319595e,18774584,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
floorprotocol,ethereum,0x49ad262c49c7aa708cc2df262ed53b64a17dd5ee,18802287,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
xai,bsc,0x570ce7b89c67200721406525e1848bca6ff5a6f3,33503556,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
mamo,bsc,0x5813d7818c9d8f29a9a96b00031ef576e892def4,34083188,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
gooddollar,ethereum,0x0c6c80d2061afa35e160f3799411d83bdeea0a5a,18802014,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
kest,bsc,0x7dda132dd57b773a94e27c5caa97834a73510429,34402343,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
nfttrader,ethereum,0xc310e760778ecbca4c65b6c559874757a4c4ece0,18799414,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
pineprotocol,ethereum,0x2405913d54fc46eeaf3fb092bfb099f46803872f,18835344,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
cfc,bsc,0xdd9b223aec6ea56567a62f21ff89585ff125632c,29116478,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
shido,bsc,0xaf0ca21363219c8f3d8050e7b61bb5f04e02f8d4,29365171,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
paraspace,ethereum,0x638a98bbb92a7582d07c52ff407d49664dc8b3ee,16845558,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
allbridge_2,bsc,0x179aad597399b9ae078acfe2b746c09117799ca0,26982067,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
lusd,bsc,0xdec12a1dcbc1f741ccd02dfd862ab226f6383003,29756866,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
gss,bsc,0x37e42b961ae37883bac2fc29207a5f88efa5db66,31108558,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
xsdwethpool,bsc,0xfadda925e10d07430f5d7461689fd90d3d81bb48,32086900,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
laeeb,bsc,0xa2b8a15a07385ea933088c6bcbb38b84c1051a58,33053187,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
ais,bsc,0x6844ef18012a383c14e9a76a93602616ee9d6132,33916687,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
hct,bsc,0x0fdfcfc398ccc90124a0a41d920d6e2d0bd8ccf5,31528197,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
lqdx_alert,ethereum,0x364f17a23ae4350319b7491224d10df5796190bc,19165893,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
bmizapper,ethereum,0x4622aff8e521a444c9301da0efd05f6b482221b8,19029289,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
mic,bsc,0xb38c2d2d6a168d41aa8eb4cead47e01badbdcf57,34905161,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
barleyfinance,ethereum,0x04c80bb477890f3021f03b068238836ee20aa0b8,19106654,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
mimspell2,ethereum,0x7259e152103756e1616a77ae982353c3751a6a90,19118659,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
peapodsfinance,ethereum,0xdbb20a979a92cccce15229e41c9b082d5b5d7e31,19109652,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
wiselending02,ethereum,0x37e49bf3749513a02fa535f0cbc383796e8107e4,18983652,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
socketgateway,ethereum,0xcc5fda5e3ca925bd0bb428c8b2669496ee43067e,19021453,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
wiselending03,ethereum,0x37e49bf3749513a02fa535f0cbc383796e8107e4,18992907,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
xsij,bsc,0x31bfa137c76561ef848c2af9ca301b60451caac0,35702095,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
adc,ethereum,0xde46fcf6ab7559e4355b8ee3d7fba0f2730cddd8,19138640,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
affinedefi,ethereum,0xcd6ca2f0d0c182c5049d9a1f65cde51a706ae142,19132934,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
compounduni,ethereum,0x50ce56a3239671ab62f185704caedf626352741e,19290920,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
burnsdefi,bsc,0x4fb9657ac5d311dd54b37a75cfb873b127eb21fd,35858189,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
bob,bsc,0x700ee24c350739e323dcf6a50ae3e7a3329c86ae,34428627,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
blueberryprotocol,ethereum,0xffadb0bba4379dfabfb20ca6823f6ec439429ec2,19287288,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
deeznutz404,ethereum,0xb57e874082417b66877429481473cf9fcd8e0b8a,19277802,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
bzx2,ethereum,0x7f3fe9d492a9a60aebb06d82cba23c6f32cad10b,18695728,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
game,ethereum,0x52d69c67536f55efefe02941868e5e762538dbd6,19213946,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
dualpools,bsc,0x5e5e28029ef37fc97ffb763c4ac1f532bbd4c7a2,36145771,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
miner_bsc,bsc,0x2ba9d4a8c41c60b71ff7df2c3f54b008644b954e,36111182,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
particletrade,ethereum,0xe4764f9cd8ecc9659d3abf35259638b20ac536e4,19231445,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
pandora,ethereum,0xddadf1bf44363d07e750c20219c2347ed7d826b9,19184577,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
ruggedart,ethereum,0xfe380fe1db07e531e3519b9ae3ea9f7888ce20c6,19262233,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
miner,ethereum,0xe77ec1bf3a5c95bfe3be7bdbacfe3ac1c7e454cd,19226507,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
seneca,ethereum,0x65c210c59b43eb68112b7a4f75c8393c36491f06,19325936,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
alp,bsc,0xd188492217f09d18f2b0ece3f8948015981e961a,36727073,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
ethfin,bsc,0x17bd2e09fa4585c15749f40bb32a6e3db58522ba,37400484,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
ark,bsc,0xde698b5bbb4a12ddf2261bbdf8e034af34399999,37221235,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
bbt,ethereum,0x3541499cda8ca51b24724bb8e7ce569727406e04,19417822,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
binemon,bsc,0xe56842ed550ff2794f010738554db45e60730371,36864394,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
juice,ethereum,0x8584ddbd1e28bca4bc6fb96bafe39f850301940e,19395636,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
tgbs,bsc,0xedecfa18cae067b2489a2287784a543069f950f4,36725819,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
atm,bsc,0xa5957e0e2565dc93880da7be32abcbdf55788888,37483300,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
chaingefinance,bsc,0x80a0d7a6fd2a22982ce282933b384568e5c852bf,37880387,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
fil314,bsc,0xe8a290c6fc6fa6c0b79c9cfae1878d195aeb59af,37795991,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
gfa,bsc,0xbcbcb0e7e28414e084c4a40c1ccc30b75629a7de,37857763,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
hackathon,bsc,0x11cee747faaf0c0801075253ac28ab503c888888,37854043,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
hoppyfrogerc,ethereum,0xe5c6f5fef89b64f36bfccb063962820136bac42f,19570744,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
hedgeyfinance,ethereum,0xbc452fdc8f851d7c5b72e1fe74dfb63bb793d511,19687889,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
ngfs,bsc,0xa608985f5b40cdf6862bec775207f84280a91e3a,38167372,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
satx,bsc,0xfd80a436da2f4f4c42a5dbfa397064cfeb7d9508,37914433,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
squid,bsc,0xd309f0fd5c3b90ecfb7024ede7d329d9582492c5,37672969,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
ups,bsc,0x3da4828640ad831f3301a4597821cc3461b06678,37680754,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
openleverage2,bsc,0xf436f8fe7b26d87eb74e5446acec2e8ad4075e47,37470328,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
wsm,bsc,0xc0afd0e40bb3dcaebd9451aa5c319b745bf792b4,37569860,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
z123,bsc,0xb000f121a173d7dd638bb080fee669a2f3af9760,38077210,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
yiedl,bsc,0x4edda16ab4f4cc46b160abc42763ba63885862a4,38126753,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
burner,ethereum,0x4d4d05e1205e3a412ae1469c99e0d954113aa76f,19917290,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
excommunity,bsc,0xdf4895cd8247284ae3a7b3e28cf6c03113fada5f,39123756,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
sumermoney,base,0x7b5969bb51fa3b002579d7ee41a454ac691716dc,13076768,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
metadragon,bsc,0xef1f39d8391cddcaee62b8b383cb992f46a6ce4f,39141426,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
gpu,bsc,0xf51cbf9f8e089ca48e454eb79731037a405972ce,38539572,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
liquiditytokens,bsc,0x028c911c10c9e346158206991e02d09bd0a8a35b,39198657,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
redkeyscoin,bsc,0x71e3056aa4985de9f5441f079e6c74454a3c95f0,39079951,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
normie,base,0x7f12d13b34f5f4f0a9449c16bcd42f0da47af200,14952782,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
osn,bsc,0x810f4c6ae97bcc66da5ae6383cc31bd3670f6d13,38474365,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
tsuru,base,0x75ac62ea5d058a7f88f0c3a5f8f73195277c93da,14279784,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
apemaga,ethereum,0x56ff4afd909aa66a1530fe69bf94c74e6d44500c,20175261,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
crb2,bsc,0xee6de822159765daf0fd72d71529d7ab026ec2f2,39651175,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
incufi,bsc,0x80df77b2ae5828ff499a735ee823d6cd7cf95f5a,39729927,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
ncd,bsc,0x9601313572ecd84b6b42dbc3e47bc54f8177558e,39253639,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
tradeonorion,bsc,0xe9d1d2a27458378dd6c6f0b2c390807aed2217ca,39104878,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
dyson_money,bsc,0x2b9bda587ee04fe51c5431709afbafb295f94bb4,39684702,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
steamswap,bsc,0xb7d0a1adafa3e9e8d8e244c20b6277bee17a09b6,39381373,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
wifcoin_eth,ethereum,0xa1ce40702e15d0417a6c74d0bab96772f36f4e99,20103189,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
jokinthebox,ethereum,0xa6447f6156effd23ec3b57d5edd978349e4e192d,20054628,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
minestm,bsc,0xb7d0a1adafa3e9e8d8e244c20b6277bee17a09b6,39383149,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
will,bsc,0x566777ed780dbbe17c130ae97b9fbc0a3ab829df,39979796,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
lifiprotocol,ethereum,0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,20318962,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
uwulend_first,ethereum,0x2409af0251dcb89ee3dee572629291f9b087c668,20061318,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
lw2,bsc,0xabc6e5a63689b8542dbdc4b4f39a7e00d4ac30c8,40287544,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
uwulend_second,ethereum,0x2409af0251dcb89ee3dee572629291f9b087c668,20081503,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
doughfina,ethereum,0x9f54e8eaa9658316bb8006e03fff1cb191aafbe6,20288622,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
mrp,bsc,0x35f5cef517317694df8c50c894080caa8c92af7d,40122169,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
defiplaza,ethereum,0xe68c1d72340aeefe5be76eda63ae2f4bc7514110,20240538,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
sbt,bsc,0x2b45dd1d909c01aad96fa6b67108d691b432f351,40378159,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
yodlrouter,ethereum,0xe3a0bc3483ae5a04db7ef2954315133a6f7d228e,20520368,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
ompxcontract,ethereum,0x09a80172ed7335660327cd664876b5df6fe06108,20468779,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx
