case_name,chain,positive_deployment_time,positive_prediction_cutoff_time,positive_record_sha256,admissible_deployment_start,admissible_deployment_end,existing_pair_count,maximum_flow_allocated,controls_required,minimum_additional_distinct_slots,require_new_chain_address_identity,require_deployed_by_positive_cutoff,require_pair_specific_cutoff_covariates,expansion_status,selection_authorized,expansion_requirement_sha256
annex,bsc,2022-11-17T07:31:44Z,2022-11-18T07:31:46Z,8a397dfb67c756139aa40cea558dd4d8c77d416311cbce4d0f8f9d538ad97073,2022-10-18T07:31:44Z,2022-11-18T07:31:46Z,8,8,10,2,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,f55b55778a2fb452863f26cacaccc2ea9452610bb53bb2121d83478eb844e994
anyswap,ethereum,2021-06-18T10:44:06Z,2021-06-19T10:44:14Z,f180d84466b3f0e7208da868adf4c298b92578411f025912d4a1858f59dc4583,2021-05-19T10:44:06Z,2021-06-19T10:44:14Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,e96de6881d07fbe8c6cc2ec53b72a22e359962ba3e36c079c22ddb966e2643b4
apedao,bsc,2023-07-15T00:40:59Z,2023-07-16T00:41:01Z,3b0adeb0ee264dc37426f3d5f8c94ab1d1ef4441a5b2b84246cbd6592bc51e92,2023-06-15T00:40:59Z,2023-07-16T00:41:01Z,4,4,10,6,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,8957308c5dc8a926adcf28310574cedd33a4d26f3e6f7f25c20e554117d29211
ark,bsc,2024-03-11T16:12:47Z,2024-03-12T16:12:49Z,8d442e37aba0ba474913b0445d83c48a04c39c22572a3d432962b00e44ecdd4b,2024-02-10T16:12:47Z,2024-03-12T16:12:49Z,3,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,48112489bce68eedd80b3838c3640ab4715ecc7db9046fd820d5989475e3feb1
ast,bsc,2025-01-17T11:31:22Z,2025-01-18T11:31:22Z,c9ce8336a979821c5502d37c1790abe519a8247cc08dc70c7ac2fac825a7ee68,2024-12-18T11:31:22Z,2025-01-18T11:31:22Z,3,1,10,9,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,81a6baf3c7694234b8ea5168fdcc3a31c151ee1c52ff6c80a862fd0f01c6e79e
astrid,ethereum,2023-10-06T12:53:23Z,2023-10-07T12:53:23Z,36e99f7db11afa6ef6193bdcbd05bca344834354559f628409d14f6a39f26375,2023-09-06T12:53:23Z,2023-10-07T12:53:23Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,17fabe3f73cf034b2e72e2b0669ee74faf677c07e72c7d65c27effe2adc8dbf8
atk,bsc,2022-10-04T05:15:26Z,2022-10-05T05:15:28Z,41fd926bdd31a09cb334225c6fe1c9f398003f4850d327700466d077b2048484,2022-09-04T05:15:26Z,2022-10-05T05:15:28Z,3,2,10,8,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,1173de6df5342275ddf8fea6f77778b20e4529e2bf9df68540be2555df542986
atm,bsc,2024-03-23T07:42:57Z,2024-03-24T07:42:57Z,14f1306e1bdc8e6263b6426fb4d31b991b8070d5d51f1fc976904f6aee3f27ba,2024-02-22T07:42:57Z,2024-03-24T07:42:57Z,1,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,8b124d15b5ea3a3f9f4fb2abb14e9030be4e2c331c5b3578cbb70d49125b0eec
auctus,ethereum,2020-06-25T17:58:01Z,2020-06-26T17:58:03Z,904a2945fd9b4ecca26d0a8e59a1cc7b44f409a31d728083d01f501f42438637,2020-05-26T17:58:01Z,2020-06-26T17:58:03Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,22493a8bd20e3da84097c77567668a9756d6a90d4b899ba5ea011102e6c2cea8
audius,ethereum,2020-10-22T02:25:53Z,2020-10-23T02:26:11Z,6171d5849fde6043e78906899ef680ef25f436918d6c2233334ff2e6a41b8548,2020-09-22T02:25:53Z,2020-10-23T02:26:11Z,3,3,10,7,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,5bd9eef3fba5d3910d0ed2139cc654c41a76cafaceb33131be50d25f8a517f76
aur,bsc,2022-06-21T15:33:18Z,2022-06-22T15:33:18Z,b44edaa3fc5f9bf4cb3f3aff8e43d384eb51fb899fe13c0decb67649e953152e,2022-05-22T15:33:18Z,2022-06-22T15:33:18Z,21,10,10,0,True,True,True,NO_DEPLOYMENT_SCOPE_DEFICIT,False,f98341c9a7d584e1b99f22585e5b9c3b8938be2aef85519bf2646514102c8af1
axioma,bsc,2023-02-01T17:54:51Z,2023-02-02T17:54:51Z,13e6baa85bcbf49a6ca38717db58694dfd87d5c6aa2a6603ea20a6b2867574e8,2023-01-02T17:54:51Z,2023-02-02T17:54:51Z,7,7,10,3,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,123f1443025e37a82ac6ff7c1e23e1a664938485b54761517070f4d7c881ef9b
babydogecoin,bsc,2021-05-21T17:21:16Z,2021-05-22T17:21:17Z,b51a42fce231951fb690db3d0fe99e19eea0f32f25bb12d93912359283f898f1,2021-04-21T17:21:16Z,2021-05-22T17:21:17Z,9,2,10,8,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,7fa6c6b64ace4b0e4c91c2156cee5de59ae92d7d36f5692a304579194ac2096d
babydogecoin02,bsc,2021-05-21T17:21:16Z,2021-05-22T17:21:17Z,7f3d9242f944b5ca80f756657f646ae3f1552a7dd2be70f35d96f8b440ef51b5,2021-04-21T17:21:16Z,2021-05-22T17:21:17Z,9,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,4bad8efc8684e0df04365eeb7223bab20e939a2e26c8b5be1a86a1496be60cf2
babyswap,bsc,2021-06-02T06:44:05Z,2021-06-03T06:44:05Z,d1354075a8b3fe07cbb0243f55fbd3d79ec6577ad04891a7961cfd47721cb9e4,2021-05-03T06:44:05Z,2021-06-03T06:44:05Z,11,1,10,9,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,d92c03c6161298cea0f95da80c97f90a04165b4d5e071ea7d159fef6d71cc0b6
badguysbyrpf,ethereum,2022-08-31T18:27:35Z,2022-09-01T18:27:44Z,5aa3b4b06f75ea84588ca30333b7ec06ba1859ff9033365b8623f55b1461b85a,2022-08-01T18:27:35Z,2022-09-01T18:27:44Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,8c2b4819ba02930b2fe559ab0821f135ae90a4d74ec492f0b9504848b32cea24
balancer,ethereum,2021-12-13T22:35:27Z,2021-12-14T22:35:38Z,c8197535d14ab337f2519b6afcd2bd324bf0a7eb22c54613102498da3afb2caa,2021-11-13T22:35:27Z,2021-12-14T22:35:38Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,d66837d961ba69690122bc0b9dac8da8d4c1dfbd43e66afb919a419b0b441247
balancer_20200628,ethereum,2020-05-29T12:37:13Z,2020-05-30T12:37:41Z,5e57c60c2ac3c7aab9c58afd170b1dcfba2d20495f874397491ac0ebcec1fb7e,2020-04-29T12:37:13Z,2020-05-30T12:37:41Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,6a547abf80a04ba27e03cf8f9bea01f5810c41ea74fd1a93bb5589d452a9adef
bamboo,bsc,2023-06-17T14:36:39Z,2023-06-18T14:36:40Z,fa7e3c7a825b9524a172cd0a7bf97265e88ceff3aa479c180ea1e81dae2c4b17,2023-05-18T14:36:39Z,2023-06-18T14:36:40Z,14,8,10,2,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,8b036c16278b7acfba87d941d93db37fab2198733554d28556d65e8b4209a624
bancor,ethereum,2020-06-16T13:11:12Z,2020-06-17T13:11:57Z,c5aea131554b40551ded0a2b9d29f2185c63dfb60387096a156255bd407eeec1,2020-05-17T13:11:12Z,2020-06-17T13:11:57Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,e3c40c2be5d7236823f4d34fb0db8b5cbb42d5125dce3ce7e8c257ba6de82014
bankroll,bsc,2021-03-10T02:53:55Z,2021-03-11T02:53:55Z,d74028adb625b4fb5ea6d8fb953d1e64577ca78d319edd65f43e805db8081cc8,2021-02-08T02:53:55Z,2021-03-11T02:53:55Z,2,2,10,8,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,04a4e81d0ba3d7c88b839e8d105e39c2c4098d59e500daed76d96d7c785534d4
bankroll_network,bsc,2021-07-07T22:51:29Z,2021-07-08T22:51:30Z,54fec484c03627fe00fbb15bc59c8c09965717b3c0ae947a1908075fafc36165,2021-06-07T22:51:29Z,2021-07-08T22:51:30Z,25,6,10,4,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,b0e9df3e94481a106c6f2ff68bd0127c6a39140313fd90f27ec6ba99bd8e1740
bankroll_stack,bsc,2021-07-03T20:29:45Z,2021-07-04T20:29:46Z,24672df053aca08ffdd1f0af77fcea886b80cd2aa8ebc875e506703bf8c1a645,2021-06-03T20:29:45Z,2021-07-04T20:29:46Z,25,1,10,9,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,bd65a8d2e43871b636e026ec773e0232f748eba8f564d3311f897196fa6c47b1
bao,ethereum,2023-02-21T01:28:35Z,2023-02-22T01:28:35Z,0536acd57fde826340c6160f617c97d8889fe9ca6713a5bc834a907158a7f4b1,2023-01-22T01:28:35Z,2023-02-22T01:28:35Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,171e955de4207e9d1fce382b8942f620e8aaff858950bab7efc5a285ed772268
barleyfinance,ethereum,2024-01-26T12:54:35Z,2024-01-27T12:54:35Z,fdfce8a14779d7330bfcba4909979a584843db958023aad8d616bb7901551088,2023-12-27T12:54:35Z,2024-01-27T12:54:35Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,70d88ceab507d5bda337f0baf3dfe5979031a236d5ff9464448be803ad5c7818
bbox,bsc,2022-03-28T13:23:48Z,2022-03-29T13:23:48Z,9ff83584ac4d4ce4e3816c8264d58b366a6d04a9a5ef617e1aee1a0aef9b4489,2022-02-26T13:23:48Z,2022-03-29T13:23:48Z,24,10,10,0,True,True,True,NO_DEPLOYMENT_SCOPE_DEFICIT,False,0a4108c68a1af9630cda4069ca06532968776e0ce12dfc540b38dfa7391938ab
bbt,ethereum,2024-01-18T17:09:23Z,2024-01-19T17:09:23Z,42f280e9bb0bff333215417771d27f80042569bb323de51e476faa3dc2cb7ff6,2023-12-19T17:09:23Z,2024-01-19T17:09:23Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,3b0fe63ef8aee3e9e3461756d1a3592b66855238b4b69376332d2cda59bc2dd2
bct,bsc,2023-12-07T09:27:07Z,2023-12-08T09:27:08Z,e3fa57273d8f35513a0d494dad395d3ec73b191adca10f8275271317cd4f89f1,2023-11-07T09:27:07Z,2023-12-08T09:27:08Z,8,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,a5474ff4fb70327532441355e81d71f149c994ac5cbab5578b031dcef16bdb2e
bdex,bsc,2021-05-11T06:52:16Z,2021-05-12T06:52:17Z,db07f4c151a15d495f5619e6f702a8f22993131eb9a2f3d30a8b6f2a07eb3442,2021-04-11T06:52:16Z,2021-05-12T06:52:17Z,6,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,9f8d7573e347e16230b72c72d4bd01b06c4390c4fe3eebc2401c80577e96e29a
bearn,bsc,2021-02-13T02:52:08Z,2021-02-14T02:52:08Z,defd7dd802ffae104ca01a5c8563ba2acf65a86a5fe30612f12aeb3c92a2b24d,2021-01-14T02:52:08Z,2021-02-14T02:52:08Z,2,1,10,9,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,8deda0b6311534b533aa0fdce1783d8e731eb5e02d0199ea63e1a8c182986843
bearndao,bsc,2021-03-02T08:33:22Z,2021-03-03T08:33:22Z,dea6269bf654062547dc9cd7a40c00e89b4f37621bef006d6e5e9ef3df70d254,2021-01-31T08:33:22Z,2021-03-03T08:33:22Z,2,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,b08bda8a5493e1bce9bc41dfadc97b61cb9fb4cf2b9681dfd0120807982ee37b
bedrock_defi,ethereum,2024-04-13T08:55:47Z,2024-04-14T08:55:47Z,4226688a012aeafde311d343f2b063ac8ee76afb0d5e61afad02beaf6d446e4d,2024-03-14T08:55:47Z,2024-04-14T08:55:47Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,9fc896706db36026d1dce433a00c4616ddbe8c7c68da46b50530fd5c414a0907
bego,bsc,2021-03-10T13:53:56Z,2021-03-11T13:53:56Z,a1c33e459f2a6f215458cf89eab63c8d32eeda483219c8f04e422d1aeac1bf89,2021-02-08T13:53:56Z,2021-03-11T13:53:56Z,2,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,47ff42456fd24fc0d5077bf560d9dbd66ff76935452b1e89116fd5ad5ef7f2a6
bevo,bsc,2021-05-21T20:15:56Z,2021-05-22T20:15:56Z,088eab28de25165b9d3cb551715be48ffe2c42ae019d39f89cba52e57ce6ccaa,2021-04-21T20:15:56Z,2021-05-22T20:15:56Z,9,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,bc13cc0ba658fcf377cbd80b64ecba654147f0786100817db1f53875b4488868
bfctoken,bsc,2023-09-07T03:39:58Z,2023-09-08T03:39:58Z,d3150fafca8ad26fcbc1f613d19cbc97c81730b0dc10e2f006ac3050dd96235c,2023-08-08T03:39:58Z,2023-09-08T03:39:58Z,6,6,10,4,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,b92924c9dbb2d3a17778291baa07cd1f5cd588302a569518e9018f54c468a8cb
bgld,bsc,2022-11-23T23:02:59Z,2022-11-24T23:02:59Z,3b5d38915e7ff025246a13774b460dbca3eced2806a75bc3a76a9e68e82c066a,2022-10-24T23:02:59Z,2022-11-24T23:02:59Z,10,3,10,7,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,a99162cb7bbc68029dd2ea859da82b563fa113a88ae70e0e0b7f7964eac0247a
bh,bsc,2023-10-05T07:27:00Z,2023-10-06T07:27:02Z,556c96e065f5db8ec778d5d1c7333c966758a7355ca2bf94241fb14c9966bfd8,2023-09-05T07:27:00Z,2023-10-06T07:27:02Z,3,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,005b041e68288b53de2eca06fe9cba4f3c0d280b9982f47c18ba3789718f7871
bigfi,bsc,2023-03-07T21:16:44Z,2023-03-08T21:16:45Z,c2cc181f80b384d3ed05cfd87b92cc292b016c3a2cdb6c709d0ff3178f383df7,2023-02-05T21:16:44Z,2023-03-08T21:16:45Z,4,4,10,6,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,e55fd52c9ea8dbc48072ea5534973665e83ff79007fdd7f07de27ed71ffbbf8b
binemon,bsc,2021-08-24T05:03:57Z,2021-08-25T05:03:58Z,fe7aac8bef79c688b5546e4e9c91e3a44d4e5401bfc50502a7e084d6dded8e43,2021-07-25T05:03:57Z,2021-08-25T05:03:58Z,16,10,10,0,True,True,True,NO_DEPLOYMENT_SCOPE_DEFICIT,False,9c0f398467f01adadc3127dd93504811128a0fbfea9a67b30d6ad3bbc18fe4cd
bitdog,bsc,2022-04-09T04:45:52Z,2022-04-10T04:45:52Z,0ba0f7842ec97d108901308a1e66e0f4ca61b057d90c8678b11d0d1964c84c41,2022-03-10T04:45:52Z,2022-04-10T04:45:52Z,28,10,10,0,True,True,True,NO_DEPLOYMENT_SCOPE_DEFICIT,False,3e03186949149f1539c476714ae891b32780a2c6849c88536ce385526ce4cc61
bitpaidio,bsc,2022-06-06T20:50:22Z,2022-06-07T20:50:23Z,4bdbf7d1f940b3fe60b8b48437d7404626b2b925eb9ff213808a266e60caf346,2022-05-07T20:50:22Z,2022-06-07T20:50:23Z,16,10,10,0,True,True,True,NO_DEPLOYMENT_SCOPE_DEFICIT,False,ec2a27a516d156b9856e4e8313dd3758189ab7b3463293b545af5c1c880ced8d
blueberryprotocol,ethereum,2024-01-23T04:16:11Z,2024-01-24T04:16:11Z,eebda2ac885847898672fc35faef828efacc56e2157a61f9ce0d31bef863bc3c,2023-12-24T04:16:11Z,2024-01-24T04:16:11Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,02a35d87abbbdf6dee0e4932ab62b4e810aa40d36766cf90fb4cc8139d42201a
bmizapper,ethereum,2021-07-06T05:48:09Z,2021-07-07T05:48:25Z,beeef6a30992216a9275cc4a86b74a99a5b3bafdcb2cfb86c847c826ceef56d1,2021-06-06T05:48:09Z,2021-07-07T05:48:25Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,7cbc00c8bd8aa063dfcd3a7d2ca0ef2cdf6c6932aa7ef6bb4c3ab3427155201a
bno,bsc,2023-05-25T15:12:32Z,2023-05-26T15:12:33Z,e56eea37ac9da8caa639e85eff15e09137e604b903c15607e9973eadf038ee24,2023-04-25T15:12:32Z,2023-05-26T15:12:33Z,18,5,10,5,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,87084c68d44688eb7f8ab37df9835bb50977e2f52a9c6a4cb3457160bd9a9f9b
bob,bsc,2023-05-29T18:54:19Z,2023-05-30T18:54:19Z,064bac3ab5a8fa8831ca6bc852a693e5f5599eff460cef86859b986bcd9aa1e9,2023-04-29T18:54:19Z,2023-05-30T18:54:19Z,18,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,7c8d18abda566f92c2bfcd3448fc1d6f7fd82e2146b244bd1698c8699255f761
bra,bsc,2022-10-12T11:39:37Z,2022-10-13T11:39:39Z,3cd83b9ed0802d9959888e71840aa134a7a6b2fc956d1899d0b9a76fa212c764,2022-09-12T11:39:37Z,2022-10-13T11:39:39Z,1,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,813a89093f45e0c69fc7310c718677f1c33619220e5b5cd10fef865d57325773
brahtopg,ethereum,2022-11-07T15:45:35Z,2022-11-08T15:45:35Z,88c4219918d62267c9718e833a3bf50a28ebd5a4aee500a02b984c9ca46a0bfe,2022-10-08T15:45:35Z,2022-11-08T15:45:35Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,f9c6084c8088e58201ddc1f6e623b8858d2ec4f76872a0a198fa70e98d4542c8
btc20,ethereum,2023-06-15T10:19:11Z,2023-06-16T10:19:11Z,8b37598462bee4fdb1b3952deec82a5a1657ac5e85b9c22e0adf864a82349cd2,2023-05-16T10:19:11Z,2023-06-16T10:19:11Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,7d285a60edacb09293fdbda44a6e03d9639132cf2ffd66dd27838d43beaa2273
btnft,bsc,2025-01-03T11:19:22Z,2025-01-04T11:19:22Z,12e9cfadca928b153c320db55880a23c351e9331b8c0542588a67004caf3a339,2024-12-04T11:19:22Z,2025-01-04T11:19:22Z,2,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,b2ddbb3878a8f1ce36ac19db9ab15ae5a623ee1abc9f6455d26aad4a0b344264
bunn,bsc,2021-04-20T23:10:44Z,2021-04-21T23:10:46Z,77839513694b5c20030f95e7fed52ed403855a7ad164603f6930321784aa3f70,2021-03-21T23:10:44Z,2021-04-21T23:10:46Z,3,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,9cbe37a7d6c59403af409af270c87e3fed61a15081898493dde8cc56833c6236
burgerswap,bsc,2020-09-19T01:26:49Z,2020-09-20T01:26:49Z,42efecbe61d32d41f6ee5070e9441348b6fafa6cf80abb74eeedfc2bb3888110,2020-08-20T01:26:49Z,2020-09-20T01:26:49Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,a2ea3781b232f3e2dbfe33a1f4b0715c6c6745c40c32b52a2e6743b48b67a5ec
burner,ethereum,2020-07-27T09:39:05Z,2020-07-28T09:39:06Z,f468c7cb1b827e499a8f47ed43d1efba1245492831246fb1fba3fef90ea88528,2020-06-27T09:39:05Z,2020-07-28T09:39:06Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,90859e3a4978ba0cf621b7be8f8cd56eefa6d3c1669d317654fe7ed984fbba70
burntbubba,ethereum,2023-01-10T15:25:11Z,2023-01-11T15:25:11Z,5fcf1e88d5a06742f1387b2784aa6dba5a1b8af0d4d452fd15da61763b1c0c15,2022-12-11T15:25:11Z,2023-01-11T15:25:11Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,2b2642b0949cb63dabb36f2cc145a287e848edb4d4c03adce242e62b7f75e1ed
bxh,bsc,2022-09-22T03:22:20Z,2022-09-23T03:22:20Z,978e1a9595e42687d93a7be8a8dea69a6472d8f48b168be8bec678ef7272971d,2022-08-23T03:22:20Z,2022-09-23T03:22:20Z,5,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,31ac101cb811d2f9b28006e02bfdc5679b1348ec3d08a43e8bb7ed6e24de2bed
bzx,ethereum,2020-09-03T00:35:12Z,2020-09-04T00:35:16Z,c16b1f254fdd317c7d420622004372727f17d76c60d3457908c0a29f1ed20519,2020-08-04T00:35:12Z,2020-09-04T00:35:16Z,3,3,10,7,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,850ec300e9968b1b7e673a4e0ad38406b2b425d911d78dc399cc9c153a22de54
bzx2,ethereum,2020-09-03T00:36:30Z,2020-09-04T00:36:41Z,d6bf4fbe95bbbe26d2971a87db60ff28ca63e11d121c40f1fb4e9da852f55a04,2020-08-04T00:36:30Z,2020-09-04T00:36:41Z,3,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,e637a9609cd2867ca911c54661a71a3d50e33cc5157703f74af865658bbef47f
carolprotocol,base,2023-09-07T13:32:03Z,2023-09-08T13:32:03Z,7df55b80c7942d167aa2b280946a7247fc81bb7175a3c02126df6c8b2cfd8a76,2023-08-08T13:32:03Z,2023-09-08T13:32:03Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,008524b20013a40627e18a436d3bbb1376122771c21abfb824a362924be4f991
carrot,bsc,2022-09-28T16:26:31Z,2022-09-29T16:26:33Z,5d787d8ff20ec2f76f52a3ab0f03f956944dc0ba0bc63310dfb5129677560330,2022-08-29T16:26:31Z,2022-09-29T16:26:33Z,5,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,5c4a72a1e5c8afc41df65f9f2bffdbeb207dbf3e227ce48089bf6ef6b894613b
caterpillar_coin_cut,bsc,2024-07-26T10:14:56Z,2024-07-27T10:14:58Z,966e84380d88d0446e048a9652e394b40146a0ffe64872009f162510453ba8ca,2024-06-26T10:14:56Z,2024-07-27T10:14:58Z,5,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,e5510269bcb7fe7ca89bb8f775d6d31fb4710d59eecdfcd316c9b2abf0cdc1ce
cellframe,bsc,2022-11-14T12:24:22Z,2022-11-15T12:24:22Z,5a8b585fc5bca47331fd1a32863b32db5006105961262853b21965edbcfc2c65,2022-10-15T12:24:22Z,2022-11-15T12:24:22Z,7,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,f75f677d22b24cd81164335acbcd03d00756a111fcb32c0aaa94b9ee29a9692d
cfc,bsc,2023-05-29T13:12:14Z,2023-05-30T13:12:14Z,11ae303715658a5fe75fb4a5f86c94235a6186316498b33433d03cb900a1bac6,2023-04-29T13:12:14Z,2023-05-30T13:12:14Z,18,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,89626b192c94e8eb523745dd0e1178bed9183de039552336dc2f35b2053d3828
cftoken,bsc,2022-04-08T16:53:33Z,2022-04-09T16:53:35Z,86f31e33b00fdf3e29edcf9e1da13b1eb6a32856f55fc9a2e4f69478e5cebbbc,2022-03-09T16:53:33Z,2022-04-09T16:53:35Z,26,9,10,1,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,5706021bd49fb2eda91b64628890bcc4c6d1994e5588bc8c89597f52a094f56c
chaingefinance,bsc,2024-04-11T08:16:00Z,2024-04-12T08:16:02Z,5cf205c66bb38f8407cb18fc5102edebab3754bdca82276aacb1a8325633664e,2024-03-12T08:16:00Z,2024-04-12T08:16:02Z,3,3,10,7,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,060130e638cd4a4ccc069f404d7d4ee92bb524db6291714e3340ac974bc8e88a
cloberdex,base,2024-11-29T08:56:53Z,2024-11-30T08:56:53Z,ef30a70ea5e025c826f40dfe0576a0dc62fcf195ca10f8bd41d7896d9a1fb4f5,2024-10-30T08:56:53Z,2024-11-30T08:56:53Z,1,1,10,9,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,9e0cec80af0f2afc569c6f5402f2badfdc9a6497f079204f02ecd9e5af811af8
compounderfinance,ethereum,2020-11-08T02:00:49Z,2020-11-09T02:00:56Z,2e3ce12265773b244e8cc92e8bc3283ac1a64169e202544c751dc62fecccaf1a,2020-10-09T02:00:49Z,2020-11-09T02:00:56Z,1,1,10,9,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,1cdfb93ae7cf93e73c6687462e6ab79c8a0c6d651ae1ed70da7dac458c017773
compoundtusd,ethereum,2020-10-07T11:45:29Z,2020-10-08T11:45:32Z,e1640188ec3e5c97186edcacfad771435c2d3a0977abfdab0ba8fb72c6135b64,2020-09-07T11:45:29Z,2020-10-08T11:45:32Z,3,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,ea2d941ff31bd4e855002cc7d7cd0c120336ed5d4af2b77afd368f9404d37e9e
compounduni,ethereum,2022-09-29T18:51:47Z,2022-09-30T18:51:47Z,a580413575dadf919d6b07bba3e51c8052a8d55da04e46691f8885324d5f654b,2022-08-30T18:51:47Z,2022-09-30T18:51:47Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,3d82793af12608dbb21b7f16818564df9b1b622ee006af7c8275ceb215a61ea4
conic,ethereum,2023-06-30T12:32:23Z,2023-07-01T12:32:23Z,a3396854f6aed5e53a7d5383baa534d31221cd596013549adce3ee749eb659dc,2023-05-31T12:32:23Z,2023-07-01T12:32:23Z,0,0,10,10,True,True,True,HISTORICAL_DENOMINATOR_EXPANSION_REQUIRED,False,b5715403b2fe99644e123e785c0b58d79d34a04ee40b8636d9d2316dd4d849e8
