case_name,task_source,chain,fork_block_number,target_contract_address,evm_version,case_id,incident_date,incident_name,mechanism_raw,incident_contract_path,incident_chain,source_url,source_status,source_snapshot_sha256,incident_record_sha256,incident_reference_urls,incident_tx_hashes,incident_loss_text,match_method,incident_metadata_present,benchmark_fork_anchor_present,deployment_block,prediction_cutoff_block,incident_block_or_time,source_availability_time,runtime_bytecode_hash_at_cutoff,outcome_adjudication_id,temporal_certification,admissibility_reason_codes,population_role,replaced_parent_slot_case_id,parent_envelope_path,parent_envelope_sha256,parent_case_artifact_path,parent_case_artifact_sha256,candidate_envelope_path,candidate_envelope_sha256,historical_envelope_path,historical_envelope_sha256,replacement_selection_rank,replacement_order_rule,replacement_source_sha256,replacement_readme_sha256,replacement_incident_block,replacement_exploit_tx_hash,candidate_id,source_case_id,source_artifact_path,source_artifact_sha256
Scorch,defihacklabs-temporal-replacement-finalization,ethereum,21822423,0xa3d0e72c8a2fe9127a77412bf34bee5e4945bd49,,ca2-ba570d8f796dcaeae5f2,2025-02-11,Scorch,replacement_candidate,,ethereum,,replacement_candidate_historical_snapshot_verified,1fe5394fc6f76be61548c4a1c03d76d7bf1563938cd7e7ec52e0b3c097c325ce,29a393b4593c2009985d5e2b2d2dc4cb33f1fd77070d96162033c485551ccab9,[],"[""0x02dc4409af99de400b2427dad525c31467a8fd2ac6cb251f885d33c073510ba2""]",,frozen_chain_global_order_finalization,True,True,18050657,18057798,21822424,,50a9e3ddae3d125128c8689a9c8811c2722d846c1412c627f7d07b08c10ead72,,replacement_candidate_selected,[],replacement,ca2-59a4716d84aaff033fae,cases/ca2-59a4716d84aaff033fae.json,813a059ef1338d87af7a454bbaf46b0034f6276916dcabf61f50479d30f18541,,,cases/ca2r-84069bad8e1b044be32b.json,c7302b5ac18ce8d34b006a4beca45ed9f22a2a9003e5bb2ecc3693162fbc414c,historical_cases/ca2r-84069bad8e1b044be32b/ca2r-84069bad8e1b044be32b.json,ac636cbfb61bfe643899644190951f27be59651dc1228dc06e95cdd07b16d459,7,first_eligible_unique_from_frozen_chain_global_order,1fe5394fc6f76be61548c4a1c03d76d7bf1563938cd7e7ec52e0b3c097c325ce,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,21822423,0x02dc4409af99de400b2427dad525c31467a8fd2ac6cb251f885d33c073510ba2,ca2r-84069bad8e1b044be32b,ca2r-84069bad8e1b044be32b,historical_cases/ca2r-84069bad8e1b044be32b/ca2r-84069bad8e1b044be32b.json,ac636cbfb61bfe643899644190951f27be59651dc1228dc06e95cdd07b16d459
sturdy,defihacklabs,ethereum,17460609,0x9f72dc67cec672bb99e3d02cbea0a21536a2b657,shanghai,ca2-7f64659ac37a0996268b,2023-06-12,Sturdy Finance,Read-Only-Reentrancy,src/test/2023-06/Sturdy_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,08c49ad305591fa542ed64d287a0e685ac6065855a132ac2e3fe4e641f762e94,"[""https://sturdyfinance.medium.com/exploit-post-mortem-49261493307a"", ""https://twitter.com/AnciliaInc/status/1668081008615325698"", ""https://twitter.com/BlockSecTeam/status/1668084629654638592""]",[],~$800k,exact_contract_basename,True,True,,,2023-06-12,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-7f64659ac37a0996268b.json,6448705dbb93e651ad5c5d7098613d03dd70c867e12c556114f568552c56501e,cases/ca2-7f64659ac37a0996268b.json,dd102e09da06956b274915e5a754fddf9359e66c60ca4399122744f519823c18,,,,,,,,,,,,ca2-7f64659ac37a0996268b,cases/ca2-7f64659ac37a0996268b.json,dd102e09da06956b274915e5a754fddf9359e66c60ca4399122744f519823c18
bno,defihacklabs,bsc,30056629,0xdca503449899d5649d32175a255a8835a03e4006,shanghai,ca2-5011063427fa6a95c108,2023-07-18,BNO,Invalid emergency withdraw mechanism,src/test/2023-07/BNO_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,2d18e200f289b7d72ff413afe5f914eedde0485a4acf79e2c6764c2247ac413f,"[""https://twitter.com/BeosinAlert/status/1681116206663876610""]",[],~$505K,exact_contract_basename,True,True,,,2023-07-18,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-5011063427fa6a95c108.json,ca8c46b8d14e1d7b1cdf7e65a27ea2cd5c9d74294c2107bb4e83c67f39489428,cases/ca2-5011063427fa6a95c108.json,5fa2c3adcdbc3dfee4018c95990c1091fea7386f0b800e480d9c4f6c38480e8d,,,,,,,,,,,,ca2-5011063427fa6a95c108,cases/ca2-5011063427fa6a95c108.json,5fa2c3adcdbc3dfee4018c95990c1091fea7386f0b800e480d9c4f6c38480e8d
apedao,defihacklabs,bsc,30072293,0xb47955b5b7eaf49c815ebc389850eb576c460092,shanghai,ca2-7e2e4e06ad319c9c87c0,2023-07-18,APEDAO,Business Logic Flaw,src/test/2023-07/ApeDAO_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,c99bb520e3259748253f1c1e9e009d9c6768476d9c079b38ca973243badbcfa8,"[""https://twitter.com/BeosinAlert/status/1681316257034035201""]",[],~$7K,exact_contract_basename,True,True,,,2023-07-18,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-7e2e4e06ad319c9c87c0.json,f0ccc1d8cda2cfc12334edfd36b87b554b2cd67fde9f5cef61d996619d822cc6,cases/ca2-7e2e4e06ad319c9c87c0.json,673eb4ab2e082cd629603f883863b2e21b1f6a57e446d6a67f8a7a3cd9a50054,,,,,,,,,,,,ca2-7e2e4e06ad319c9c87c0,cases/ca2-7e2e4e06ad319c9c87c0.json,673eb4ab2e082cd629603f883863b2e21b1f6a57e446d6a67f8a7a3cd9a50054
bamboo,defihacklabs,bsc,29668034,0xed56784bc8f2c036f6b0d8e04cb83c253e4a6a94,shanghai,ca2-3ea99bf48860cd3d90e9,2023-07-04,BambooIA,Price manipulation attack,src/test/2023-07/Bamboo_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,c71d97c2735917906643a53564faea9d5a5805ca719ba7903fd7d4fb38be65d1,"[""https://twitter.com/Phalcon_xyz/status/1676220090142916611"", ""https://twitter.com/eugenioclrc""]",[],~200BNB,exact_contract_basename,True,True,,,2023-07-04,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-3ea99bf48860cd3d90e9.json,d4cff82cb4f42fbb2da952cac856dd513aae6b8ae1b2053bb5eb82c76ffbceff,cases/ca2-3ea99bf48860cd3d90e9.json,637270b32321a94fac847755c3b4986075394a598af24800faf2d6611870ffba,,,,,,,,,,,,ca2-3ea99bf48860cd3d90e9,cases/ca2-3ea99bf48860cd3d90e9.json,637270b32321a94fac847755c3b4986075394a598af24800faf2d6611870ffba
conic02,defihacklabs,ethereum,17743470,0x369cbc5c6f139b1132d3b91b87241b37fc5b971f,shanghai,ca2-22667ec3b73bf4e3f29e,2023-07-22,Conic Finance 02,Price Manipulation,src/test/2023-07/Conic02_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,cf3764f4bf28c89963a6b607dff63415f068aa0793595862d68f9bbfefe5d86f,"[""https://medium.com/@ConicFinance/post-mortem-eth-and-crvusd-omnipool-exploits-c9c7fa213a3d"", ""https://twitter.com/spreekaway/status/1682467603518726144""]",[],~$934K,exact_contract_basename,True,True,,,2023-07-22,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-22667ec3b73bf4e3f29e.json,40ba192f04ec13ade5fd7f1cb28c7d76dc8ad99c3bf0b384f33debff24086933,cases/ca2-22667ec3b73bf4e3f29e.json,eb0c6824d63a571fa710ca8e0c0fa23a98d85530003c53b6547d5974dd648b35,,,,,,,,,,,,ca2-22667ec3b73bf4e3f29e,cases/ca2-22667ec3b73bf4e3f29e.json,eb0c6824d63a571fa710ca8e0c0fa23a98d85530003c53b6547d5974dd648b35
bao,defihacklabs,ethereum,17620870,0xb0f8fe96b4880adbdede0ddf446bd1e7ef122c4e,shanghai,ca2-47d01daca3ef9c1ed2f1,2023-07-04,BaoCommunity,Donate Inflation ExchangeRate && Rounding Error,src/test/2023-07/Bao_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,cb83300719c4e75f585516f21ddcd63ac49f1639611a086e0b6c78ee3dd65350,"[""https://twitter.com/PeckShieldAlert/status/1676224397248454657""]",[],~$46k,exact_contract_basename,True,True,,,2023-07-04,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-47d01daca3ef9c1ed2f1.json,6bfed71f9988eb8b7f56dabc0cf597cdd1c337e0f5bbbff2c7fb9b6ffd113f40,cases/ca2-47d01daca3ef9c1ed2f1.json,15cbe8f4e1d3f38a658237e61bb5aa0e3c4f6836e61cf421139eda3843dd568d,,,,,,,,,,,,ca2-47d01daca3ef9c1ed2f1,cases/ca2-47d01daca3ef9c1ed2f1.json,15cbe8f4e1d3f38a658237e61bb5aa0e3c4f6836e61cf421139eda3843dd568d
conic,defihacklabs,ethereum,17740954,0xbb787d6243a8d450659e09ea6fd82f1c859691e9,shanghai,ca2-ed5ea743787aecff1e56,2023-07-21,Conic Finance,Read-Only-Reentrancy && MisConfiguration,src/test/2023-07/Conic_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,92faf7fca921c724faa4765490b269435efa0f219fc65bf10a8a8a0df73679b0,"[""https://medium.com/@ConicFinance/post-mortem-eth-and-crvusd-omnipool-exploits-c9c7fa213a3d"", ""https://twitter.com/BlockSecTeam/status/1682356244299010049""]",[],~$3.25M,exact_contract_basename,True,True,,,2023-07-21,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-ed5ea743787aecff1e56.json,86fdc9949a7423a46381380f99cecde5d111cf58f389685570ee78c269699a72,cases/ca2-ed5ea743787aecff1e56.json,ed4fc47139c83cccbc31b51d8a18ac4e5d58dd788b77914b95a981caa35256bb,,,,,,,,,,,,ca2-ed5ea743787aecff1e56,cases/ca2-ed5ea743787aecff1e56.json,ed4fc47139c83cccbc31b51d8a18ac4e5d58dd788b77914b95a981caa35256bb
conic_2,defihacklabs,ethereum,17740954,0xbb787d6243a8d450659e09ea6fd82f1c859691e9,shanghai,ca2-4b9009f78d24b677e07e,2023-07-21,Conic Finance,Read-Only-Reentrancy && MisConfiguration,src/test/2023-07/Conic_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,92faf7fca921c724faa4765490b269435efa0f219fc65bf10a8a8a0df73679b0,"[""https://medium.com/@ConicFinance/post-mortem-eth-and-crvusd-omnipool-exploits-c9c7fa213a3d"", ""https://twitter.com/BlockSecTeam/status/1682356244299010049""]",[],~$3.25M,frozen_date_override,True,True,,,2023-07-21,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-4b9009f78d24b677e07e.json,7a7f40f93459e00e87951e7eb85ae3dfe3f865da3dd836f898805a47ace4beea,cases/ca2-4b9009f78d24b677e07e.json,d10783df5995dd68f4b53e3f167c66614100414ec16a5a461252ef447be1eb8d,,,,,,,,,,,,ca2-4b9009f78d24b677e07e,cases/ca2-4b9009f78d24b677e07e.json,d10783df5995dd68f4b53e3f167c66614100414ec16a5a461252ef447be1eb8d
gymnet,defihacklabs,bsc,30448986,0x6b869795937dd2b6f4e03d5a0ffd07a8ad8c095b,shanghai,ca2-62fc7b9b9ac57e1b7351,2023-07-31,GYMNET,Insufficient validation,src/test/2023-07/GYMNET_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,d83705236c566e6d4bc746c7d9ec9e70e95fba4e11fdc324176dbd03d9522540,"[""https://twitter.com/AnciliaInc/status/1686605510655811584""]",[],Unclear,exact_contract_basename,True,True,,,2023-07-31,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-62fc7b9b9ac57e1b7351.json,aa028492e5237a5d0a4fb84732149b1f6383cbfdd3a6cca6d21eb9defbeb3855,cases/ca2-62fc7b9b9ac57e1b7351.json,6fdc2d69247f425ef6d38b5742290c038d5627780baa620e202cc165a78c9ae5,,,,,,,,,,,,ca2-62fc7b9b9ac57e1b7351,cases/ca2-62fc7b9b9ac57e1b7351.json,6fdc2d69247f425ef6d38b5742290c038d5627780baa620e202cc165a78c9ae5
ffist,defihacklabs,bsc,30113117,0x80121da952a74c06adc1d7f85a237089b57af347,shanghai,ca2-5d29f9c5eb314dcba612,2023-07-20,FFIST,Business Logic Flaw,src/test/2023-07/FFIST_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,91117a056e2e76070a468985f0b482382a42f791ead704211d1644b8b87194b2,"[""https://twitter.com/AnciliaInc/status/1681901107940065280"", ""https://twitter.com/Phalcon_xyz/status/1681869807698984961""]",[],~$110k,exact_contract_basename,True,True,,,2023-07-20,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-5d29f9c5eb314dcba612.json,a94e06bba49637a5690248e5e57b751a9df800b7e495a3a1732691ee9ccbe35b,cases/ca2-5d29f9c5eb314dcba612.json,f8134f0c04a0350c4f99015db607397cebf63cc650a3702f35a80f4d6c739192,,,,,,,,,,,,ca2-5d29f9c5eb314dcba612,cases/ca2-5d29f9c5eb314dcba612.json,f8134f0c04a0350c4f99015db607397cebf63cc650a3702f35a80f4d6c739192
mintofinance,defihacklabs,bsc,30214253,0xdbf1c56b2ad121fe705f9b68225378aa6784f3e5,shanghai,ca2-02e1298629b75e4dec93,2023-07-23,MintoFinance,Signature Replay,src/test/2023-07/MintoFinance_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,aba56dfc99b4e2a2467bd75f35a51d9efd2dd0eeb478472eadac1d73a8e4eaee,"[""https://twitter.com/bbbb/status/1683180340548890631""]",[],~$9K,exact_contract_basename,True,True,,,2023-07-23,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-02e1298629b75e4dec93.json,38b3d9e5d847f52bfac6476ea92c6cfe3a28b1130c84c923b1401555ff60c254,cases/ca2-02e1298629b75e4dec93.json,c0049abec1b76d42592198659a3e85d8549d59521d303ddcd613b2c9bd33e8e8,,,,,,,,,,,,ca2-02e1298629b75e4dec93,cases/ca2-02e1298629b75e4dec93.json,c0049abec1b76d42592198659a3e85d8549d59521d303ddcd613b2c9bd33e8e8
newfi,defihacklabs,bsc,30043573,0xb8dc09eec82cab2e86c7edc8dd5882dd92d22411,shanghai,ca2-23403cb09827b5b8f43e,2023-07-17,NewFi,Lack Slippage Protection,src/test/2023-07/NewFi_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,cb1487b55e66a8cc6f1141f460c6d0b2ef847804fe15fc2f69802176b33b80ba,"[""https://twitter.com/Phalcon_xyz/status/1680961588323557376""]",[],~$31K,exact_contract_basename,True,True,,,2023-07-17,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-23403cb09827b5b8f43e.json,bb13c7e3942dcd4ee5e98a59fe038e0419f695b36b314fa14279a9fae2d407cc,cases/ca2-23403cb09827b5b8f43e.json,5db7a62e3df13e61da6cb654c7a9ea5af0f6f72df4fc5069fb9af95d3296024d,,,,,,,,,,,,ca2-23403cb09827b5b8f43e,cases/ca2-23403cb09827b5b8f43e.json,5db7a62e3df13e61da6cb654c7a9ea5af0f6f72df4fc5069fb9af95d3296024d
usdtstakingcontract28,defihacklabs,ethereum,17696562,0x800cfd4a2ba8ce93ea2cc814fce26c3635169017,shanghai,ca2-8f2514150efc980c9183,2023-07-15,USDTStakingContract28,Lack of access control,src/test/2023-07/USDTStakingContract28_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,161cf06028a9979f51a35374287d6d6933d27c92fd9433282f7373f6636d32e0,"[""https://x.com/DecurityHQ/status/1680117291013267456""]",[],~20999 USD,exact_contract_basename,True,True,,,2023-07-15,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-8f2514150efc980c9183.json,f76d23df28531610128b519aa7b7c00520fcf63ec14eeb5526fab3413aa371a7,cases/ca2-8f2514150efc980c9183.json,92342f85f2f7a3dbd1b672e784926a83de145c5909590676c2da47652341e870,,,,,,,,,,,,ca2-8f2514150efc980c9183,cases/ca2-8f2514150efc980c9183.json,92342f85f2f7a3dbd1b672e784926a83de145c5909590676c2da47652341e870
utopia,defihacklabs,bsc,30119396,0xb1da08c472567eb0ec19639b1822f578d39f3333,shanghai,ca2-59c27a09402366528ab6,2023-07-20,Utopia,Business Logic Flaw,src/test/2023-07/Utopia_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,47783ad47bdd3130ee1173942685b908e13fc6969fcc99f6bef4f5a79a3022f1,"[""https://twitter.com/DeDotFiSecurity/status/1681923729645871104"", ""https://twitter.com/bulu4477/status/1682380542564769793""]",[],~$119k,exact_contract_basename,True,True,,,2023-07-20,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-59c27a09402366528ab6.json,ee133b6117862ffda7741e7cc2ffbcf21e79717e3694715ed1109f0fc9627d4a,cases/ca2-59c27a09402366528ab6.json,5f2e06d90dffacbdfba2b6bff3c56798457ed5dceba220fc2372b7a4ee3f72ba,,,,,,,,,,,,ca2-59c27a09402366528ab6,cases/ca2-59c27a09402366528ab6.json,5f2e06d90dffacbdfba2b6bff3c56798457ed5dceba220fc2372b7a4ee3f72ba
palmswap,defihacklabs,bsc,30248637,0xd990094a611c3de34664dd3664ebf979a1230fc1,shanghai,ca2-0bc1321f2d440dbae4b1,2023-07-24,Palmswap,Business Logic Flaw,src/test/2023-07/Palmswap_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,f39a223dc58ce3fcffccdff63277c149a9b83e2401ebbd06b0dabc2683133178,"[""https://twitter.com/BlockSecTeam/status/1683680026766737408""]",[],~$900K,exact_contract_basename,True,True,,,2023-07-24,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-0bc1321f2d440dbae4b1.json,fbe4a9355d97cb30777bfb0db28ad031bd3215ebbd928b068d116e98745ea950,cases/ca2-0bc1321f2d440dbae4b1.json,1389e23c98040f404376f739a6b4cfddccfd59aa928ca5af974ee87354b43d30,,,,,,,,,,,,ca2-0bc1321f2d440dbae4b1,cases/ca2-0bc1321f2d440dbae4b1.json,1389e23c98040f404376f739a6b4cfddccfd59aa928ca5af974ee87354b43d30
sut,defihacklabs,bsc,30165901,0xf075c5c7ba59208c0b9c41afccd1f60da9ec9c37,shanghai,ca2-7887a4e3ed471d877a90,2023-07-21,SUT,Business Logic Flaw,src/test/2023-07/SUT_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,379dfcd9ba9b4c5d2a7b0887728c275c714ac9bece967d28d754d6f50894a17a,"[""https://twitter.com/bulu4477/status/1682983956080377857""]",[],~$8k,exact_contract_basename,True,True,,,2023-07-21,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-7887a4e3ed471d877a90.json,ef6cde7754e164cbd0f4449b965adb44b16fc98e8af48c0b152322c966257f0a,cases/ca2-7887a4e3ed471d877a90.json,dfc60f9ee1e95e0c7252260cc209dc26c1ed9df7bdab78529cc903bcc564b577,,,,,,,,,,,,ca2-7887a4e3ed471d877a90,cases/ca2-7887a4e3ed471d877a90.json,dfc60f9ee1e95e0c7252260cc209dc26c1ed9df7bdab78529cc903bcc564b577
wgpt,defihacklabs,bsc,29891709,0x1f415255f7e2a8546559a553e962de7bc60d7942,shanghai,ca2-3ceb352e665fb61f7402,2023-07-12,WGPT,Business Logic Flaw,src/test/2023-07/WGPT_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,aa3190bfdfa1fadc9310c4995070c4d31c2c4c651a3ecbaf779cda51492c7b3c,"[""https://twitter.com/BeosinAlert/status/1679028240982368261"", ""https://twitter.com/Phalcon_xyz/status/1679042549946933248""]",[],~$80k,exact_contract_basename,True,True,,,2023-07-12,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-3ceb352e665fb61f7402.json,5cceb9606aad0af495e5416e214818a3f8b2710756d44bd865483c42f46864ef,cases/ca2-3ceb352e665fb61f7402.json,dea47d4e1da25efe5079b0ab199ea5e719400c17d99fa451a500b61bfd0f249c,,,,,,,,,,,,ca2-3ceb352e665fb61f7402,cases/ca2-3ceb352e665fb61f7402.json,dea47d4e1da25efe5079b0ab199ea5e719400c17d99fa451a500b61bfd0f249c
btc20,defihacklabs,ethereum,17949214,0x1f006f43f57c45ceb3659e543352b4fae4662df7,shanghai,ca2-9035062d2e632d8ca752,2023-08-19,BTC20,Price Manipulation,src/test/2023-08/BTC20_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2023/README.md,frozen_public_source_hashed,1b5a1d9c3166c2b9d60fefc71f8e12d2c3d2f604b259d662e38310d39db6838b,22b121acbfcc40154c0f0b48bf818e2f4561667799dd1d2dfb0320f73d3655ca,"[""https://twitter.com/DecurityHQ/status/1692924369662513472""]",[],~$18ETH,exact_contract_basename,True,True,,,2023-08-19,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-9035062d2e632d8ca752.json,ee3e647f25d982fd6a2111ba9002b40b7192d9b01b2e83f8d1e12b072614674d,cases/ca2-9035062d2e632d8ca752.json,a6da4dbd21e0e0902e4d214f9aad96921c0bacf3b6a00fe4f5363ded2e51232c,,,,,,,,,,,,ca2-9035062d2e632d8ca752,cases/ca2-9035062d2e632d8ca752.json,a6da4dbd21e0e0902e4d214f9aad96921c0bacf3b6a00fe4f5363ded2e51232c
