case_name,chain,target_contract_address,fork_block_number,required_queries,address,incident_block,prediction_cutoff_block,deployment_block,cutoff_status,proxy_hint,case_id,age_stratum,pilot_hash,pilot_member,priority,pilot_allocation_expected,pilot_allocation_selected,allocation_satisfied,input_sha256,policy_sha256,queue_sha256
futureswap,arbitrum,0xf7ca7384cc6619866749955065f17bedd3ed80bc,419829770,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xf7ca7384cc6619866749955065f17bedd3ed80bc,419829770,,,PARTIAL,True,ca2-40ca8a9aca77ecfbfe71,0,a35309fcc63b8c809fc0ad04eb2a7b874191a5d247fd50a9a4d43423e16b0041,True,0,2,1,False,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
abcc_app,bsc,0x1bc016c00f8d603c41a582d5da745905b9d034e5,58615054,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x1bc016c00f8d603c41a582d5da745905b9d034e5,58615054,,,PARTIAL,True,ca2-7727ada64ae1e882eaac,3,56dd6a5187af03a5bd447e38289cca178166cc317c48efa7152409a17fa9c79c,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
allbridge_2,bsc,0x179aad597399b9ae078acfe2b746c09117799ca0,26982067,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x179aad597399b9ae078acfe2b746c09117799ca0,26982067,,,PARTIAL,True,ca2-3ef6014a26a0b205a68e,1,57957bffd5aebe21ea1ff38637e5aa0b64ec0fde7684cfa918fc92d857220266,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
lp_mine,bsc,0x6bbef6df8db12667ae88519090984e4f871e5feb,45583892,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x6bbef6df8db12667ae88519090984e4f871e5feb,45583892,,,PARTIAL,True,ca2-969e97a830e1fdab4f58,3,58a789c97693ab560fb5c6ae75572bb5abadb5da5106a9cac785a8c692ddcc3f,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
dcf_token,bsc,0xa7e92345ddf541aa5cf60fee2a0e721c50ca1adb,44290969,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xa7e92345ddf541aa5cf60fee2a0e721c50ca1adb,44290969,,,PARTIAL,True,ca2-e92eb18ffd5cb5150b66,3,59c00d0346fbaabcda52728c5daf53d926f732e85090b45bfd3d3b5a8b5f2772,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
inuko,bsc,0xea51801b8f5b88543ddad3d1727400c15b209d8f,22169169,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xea51801b8f5b88543ddad3d1727400c15b209d8f,22169169,,,PARTIAL,True,ca2-7741e8a9a71601f098a4,0,5a4b5472c75a7ba56c6b39de85e9f41bb045258cf159b05fd32d3dd1fe0b3e67,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
gym_2,bsc,0xa8987285e100a8b557f06a7889f79e0064b359f2,18501049,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xa8987285e100a8b557f06a7889f79e0064b359f2,18501049,,,PARTIAL,True,ca2-a20ccf47b4d8c4cfab79,0,5b206e9217196b8b80a7fe66acd05a8d8119fee39fc762d8342b1e7ae63018e2,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
un,bsc,0xfeafe253802b77456b4627f8c2306a9cebb5d681,28864173,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xfeafe253802b77456b4627f8c2306a9cebb5d681,28864173,,,PARTIAL,True,ca2-cfb8cf251b553eed2196,1,5c305d2e402800fa567b7f967fafe9086a5de11fe4b0259dfaec975759057fa4,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
wsm,bsc,0xc0afd0e40bb3dcaebd9451aa5c319b745bf792b4,37569860,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xc0afd0e40bb3dcaebd9451aa5c319b745bf792b4,37569860,,,PARTIAL,True,ca2-72ea322ccc16e3e5cbe0,2,5f52a50511580fb5407c3cdab7d3c6a461e63148601a84a3a43a6ca5dcd2f022,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
pancakebunny,bsc,0x633e538ecf0bee1a18c2edfe10c4da0d6e71e77b,7556330,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x633e538ecf0bee1a18c2edfe10c4da0d6e71e77b,7556330,,,PARTIAL,True,ca2-7c6082cada48d720f171,0,601d00f96c36c16c9972f5714b794990be9889a0f08c88a150a76b46f1d7feea,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
uranium,bsc,0xa943ea143cd7e79806d670f4a7cf08f8922a454f,6920000,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xa943ea143cd7e79806d670f4a7cf08f8922a454f,6920000,,,PARTIAL,True,ca2-36bcb163bd23551701cc,0,6076f644e150eb3e8181ddc3d909c0bad1c0518d767495613d1c0c38b1b7c64a,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
labubu,bsc,0x2ff960f1d9af1a6368c2866f79080c1e0b253997,44751944,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x2ff960f1d9af1a6368c2866f79080c1e0b253997,44751944,,,PARTIAL,True,ca2-8dd7451bbe256eb45bfb,3,6252957e3426d1897632c59cb0726bbae8513293709b0d02beb64f33032c4991,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
allbridge,bsc,0x7e6c2522fee4e74a0182b9c6159048361bc3260a,26982067,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x7e6c2522fee4e74a0182b9c6159048361bc3260a,26982067,,,PARTIAL,True,ca2-c3da8c67aae06b7ecce1,1,62dec403ed1cee64da9c6eb1adc5ff7adc82b2ea56f55477b85f6208c379e939,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
anch,bsc,0xa4f5d4afd6b9226b3004dd276a9f778eb75f2e9e,20302534,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xa4f5d4afd6b9226b3004dd276a9f778eb75f2e9e,20302534,,,PARTIAL,True,ca2-627fce499908ff82ad6d,0,63e22ced436add93d07357e0ca8b87487b2b16c9a4a5339b980b22de31896f77,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
selltoken,bsc,0x57db19127617b77c8abd9420b5a35502b59870d6,28168034,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x57db19127617b77c8abd9420b5a35502b59870d6,28168034,,,PARTIAL,True,ca2-429b8f8a4d1baf287471,1,670ec84f044e234404299dba58e0916ae9fbe4c3af614072ea2fa0186c46710a,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
bearn,bsc,0xb390b07fcf76678089cb12d8e615d5fe494b01fb,7457124,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xb390b07fcf76678089cb12d8e615d5fe494b01fb,7457124,,,PARTIAL,True,ca2-3d8e91015c9360a5a76f,0,68195766b94878420b115097a8f8e8ff4c1403eeeb989fe1dd68cba80d9f4458,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
chaingefinance,bsc,0x80a0d7a6fd2a22982ce282933b384568e5c852bf,37880387,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x80a0d7a6fd2a22982ce282933b384568e5c852bf,37880387,,,PARTIAL,True,ca2-c5a01f6581922c612fa6,2,6987cf28c9e433c6d476f80557f5dc654d298c922f7d7989ca7561f77e31306d,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
ehx,bsc,0xe1747a23c44f445062078e3c528c9f4c28c50a51,33503911,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xe1747a23c44f445062078e3c528c9f4c28c50a51,33503911,,,PARTIAL,True,ca2-14bd5d42e2f704e2cc65,2,6ee758df7f064d5781fdbc16ef7cf8e6f1d06e303da56cfc4ab33639fa80bd32,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
carrot,bsc,0xcff086ead392ccb39c49ecda8c974ad5238452ac,22055611,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xcff086ead392ccb39c49ecda8c974ad5238452ac,22055611,,,PARTIAL,True,ca2-f6ff26fef2c7c8239a54,0,71262f1676c445c93732f22f6f12847a4f660814a954fca1aa1b1fd01d4f699d,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
btnft,bsc,0x0fc91b6fea2e7a827a8c99c91101ed36c638521b,48472355,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x0fc91b6fea2e7a827a8c99c91101ed36c638521b,48472355,,,PARTIAL,True,ca2-c5014cea82de5130aa96,3,733bfd7f97b6b3f0d92ea42bb2895846f7f99e8ad62fc33f2db7a8d63c4588fa,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
tradeonorion,bsc,0xe9d1d2a27458378dd6c6f0b2c390807aed2217ca,39104878,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xe9d1d2a27458378dd6c6f0b2c390807aed2217ca,39104878,,,PARTIAL,True,ca2-7d8bff5c879f84e09ee4,3,7613d84d72de6ff571cb5b8393a472fbd036a4c53d48f56e7caab15536a30467,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
fiberrouter,bsc,0x4826e896e39dc96a8504588d21e9d44750435e2d,33874498,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x4826e896e39dc96a8504588d21e9d44750435e2d,33874498,,,PARTIAL,True,ca2-efd162261d7f42c2343b,2,76bbac9de8d3339535e49d15ba65cb66f6f576616b2dad9eb3c222ad446f000e,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
etnproduct,bsc,0x1292267f726e6f313972ec4e14578735473e1649,20147974,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x1292267f726e6f313972ec4e14578735473e1649,20147974,,,PARTIAL,True,ca2-2d415ee24d090e5e26dc,0,78c2c5ddce61ff57e304f6bac0c0b4ed6d25b4c84d53d8e6c4b4e3b157f7be59,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
weco,bsc,0xd672b766d66662f5c6fd798a999e1193a7945451,33549937,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xd672b766d66662f5c6fd798a999e1193a7945451,33549937,,,PARTIAL,True,ca2-c8f07b57035de6f92dd6,2,78fb47bcd03401accb95d4f9ae14b833bf8dbafcea1271a950816f9da76ea1c0,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
bdex,bsc,0xb2b1dc3204ee8899d6575f419e72b53e370f6b20,22629431,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xb2b1dc3204ee8899d6575f419e72b53e370f6b20,22629431,,,PARTIAL,True,ca2-d21da7d9fce0924660dc,0,795e9d413eec7e197fb0e49a5159b377adf0326adc478b243188898ffbbe4f1f,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
olife,bsc,0xb5a0ce3acd6ec557d39afdcbc93b07a1e1a9e3fa,27470678,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xb5a0ce3acd6ec557d39afdcbc93b07a1e1a9e3fa,27470678,,,PARTIAL,True,ca2-444479add25939f22fc7,1,7a26068fa3165ada5a86722a03478fbfba92ae9a11a07cc580846a5b58adbe6e,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
hackathon,bsc,0x11cee747faaf0c0801075253ac28ab503c888888,37854043,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x11cee747faaf0c0801075253ac28ab503c888888,37854043,,,PARTIAL,True,ca2-63262288a02b8ba46129,2,7c4afd1357e0a9d32316e3aef615bc8152c81e22d4bfcbe68b8214824433968b,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
babydogecoin02,bsc,0xc748673057861a797275cd8a068abb95a902e8de,29295010,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xc748673057861a797275cd8a068abb95a902e8de,29295010,,,PARTIAL,True,ca2-26661d7a70b3c3c3ab9e,1,7d9c278a671ba00f7fc7a433e054be192ae1ccdadbb5b3421e35945283923123,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
lifeprotocol,bsc,0x42e2773508e2ae8ff9434bea599812e28449e2cd,48703545,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x42e2773508e2ae8ff9434bea599812e28449e2cd,48703545,,,PARTIAL,True,ca2-b917178685db1ed39d90,3,7e6c7588efac7155eaf53515c41c64bfcaffb7286f2f046a4d15fc811656af0a,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
tifi,bsc,0x8a6f7834a9d60090668f5db33fec353a7fb4704b,23778726,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x8a6f7834a9d60090668f5db33fec353a7fb4704b,23778726,,,PARTIAL,True,ca2-11258a259a94c2ae2ec5,1,7eb86093535f8de4d1e6fcd1b977385a73d0195f1bca86a774aa3fbd199cf8af,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
3913,bsc,0xd74f28c6e0e2c09881ef2d9445f158833c174775,33132467,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xd74f28c6e0e2c09881ef2d9445f158833c174775,33132467,,,PARTIAL,True,ca2-a315156294181711e836,2,7f57ccd9e38820d9951fc4ce993543aa94fc11ed61bdee8b7afe7d64b915a20b,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
mintofinance,bsc,0xdbf1c56b2ad121fe705f9b68225378aa6784f3e5,30214253,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xdbf1c56b2ad121fe705f9b68225378aa6784f3e5,30214253,,,PARTIAL,True,ca2-02e1298629b75e4dec93,2,80c1513c3ea24807821525f5f0e61365a96b25f5021d105af91353a3963bf0a9,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
starlink,bsc,0x518281f34dbf5b76e6cdd3908a6972e8ec49e345,25729304,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x518281f34dbf5b76e6cdd3908a6972e8ec49e345,25729304,,,PARTIAL,True,ca2-0062515827b6285930f2,1,82ee83edc0057ff7ba6068d2e90cb2157ad3f381d9b486a1c4e7c6f736acdff5,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
cfc,bsc,0xdd9b223aec6ea56567a62f21ff89585ff125632c,29116478,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xdd9b223aec6ea56567a62f21ff89585ff125632c,29116478,,,PARTIAL,True,ca2-d08064284319f9724001,1,85630263a949adafb59e5fa9a359297b4955ccec6c03cdc3a3106afc7763e05b,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
z123,bsc,0xb000f121a173d7dd638bb080fee669a2f3af9760,38077210,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xb000f121a173d7dd638bb080fee669a2f3af9760,38077210,,,PARTIAL,True,ca2-a5caf2554c14b71cf9ef,2,879b0b99255c56828311689aa680a6479942133f5af6fbe8f3ee472e95f3240e,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
pledge,bsc,0x061944c0f3c2d7dabafb50813efb05c4e0c952e1,44555337,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x061944c0f3c2d7dabafb50813efb05c4e0c952e1,44555337,,,PARTIAL,True,ca2-382283494db3462edcb4,3,87b0ce061d4924b8f42793c4740389c0ed5b43fe6d092eb556c7d19d57bc6589,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
ark,bsc,0xde698b5bbb4a12ddf2261bbdf8e034af34399999,37221235,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xde698b5bbb4a12ddf2261bbdf8e034af34399999,37221235,,,PARTIAL,True,ca2-eaff56dcacef885f96a2,2,8afe763f642384cad0ca779632260fdcaba0682dd8acdf21de0552842f7c12db,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
utopia,bsc,0xb1da08c472567eb0ec19639b1822f578d39f3333,30119396,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xb1da08c472567eb0ec19639b1822f578d39f3333,30119396,,,PARTIAL,True,ca2-59c27a09402366528ab6,2,8b829334941c5ae19f0ac98a92e401500ff32d9732083a42b52a626018f8b5db,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
miner_bsc,bsc,0x2ba9d4a8c41c60b71ff7df2c3f54b008644b954e,36111182,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x2ba9d4a8c41c60b71ff7df2c3f54b008644b954e,36111182,,,PARTIAL,True,ca2-98f2e78eb7b0c6b2a380,2,8c10db29aa177d2abfa42b784ede65bf7ce0b1f10234ff0150ccc31aa6e1564d,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
eac,bsc,0x64f291de10ecd36d5f7b64aaebc70943cface28e,31273018,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x64f291de10ecd36d5f7b64aaebc70943cface28e,31273018,,,PARTIAL,True,ca2-e017525389c5fba3ce28,2,8d54a335c2ea9381030ae308fee5c84e489a8bd87eeafaf15557871924edfdbc,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
ipc,bsc,0xeab0d46682ac707a06aefb0ac72a91a3fd6fe5d1,45561315,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0xeab0d46682ac707a06aefb0ac72a91a3fd6fe5d1,45561315,,,PARTIAL,True,ca2-dc0f5864cf0c7c7db3d8,3,8ed7a88187bcbc9916ebedba6e012842f85ff93e739a8460c5f76a978ecd724c,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
swampfinance,bsc,0x33adbf5f1ec364a4ea3a5ca8f310b597b8afdee3,33112358,eth_getCode@fork; EIP-1967 slots@fork; beacon/diamond resolution; deployment tx,0x33adbf5f1ec364a4ea3a5ca8f310b597b8afdee3,33112358,,,PARTIAL,True,ca2-7cd2beaa007600ae46b4,2,900c1c48f8416c3ca95f167b5756423d0c1aebce24ea13a9720a12344957a8cb,False,1,3,3,True,2942b2819e08d00d8eb23bee9815e9c644757421e92e3c1307a45b057e264cf1,60494f0bea76eef89f0a8b74dd5235092888bbedf7781d982a527ba3528996ad,05ed12a61b9c1ea958e2cd47aba15354039220e7e24f03d370682eddb0e87cdd
