case_name,chain,incident_date,event_observed,event_type,outcome_evidence_sha256,prediction_cutoff_time,followup_days,censoring_status
fdp,bsc,2023-02-06,1,publicly_documented_exploit_incident,3d906384ee936746d672dbfc3cad07972bb1e7119141ce312010671cf7c85581,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
dexible,ethereum,2023-02-17,1,publicly_documented_exploit_incident,4e6fd15f0c9f1255cfe205eaee2b040e69c0dac862c7bf768fe3fdc53312a057,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
dyna,bsc,2023-02-22,1,publicly_documented_exploit_incident,0606d32d977bdc3f23dd05023c118ba7841cf5fb14bdec135b2b1d42c7952174,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
revertfinance,ethereum,2023-02-18,1,publicly_documented_exploit_incident,207d11063b53884c885c89aa548be4521d5744a7ac420e813021f072bcdb0eee,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
starlink,bsc,2023-02-17,1,publicly_documented_exploit_incident,ce989f1533e653d024b528cbd95da156c293d2c4a813e73814fb2ef1e94b91a7,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
bigfi,bsc,2023-03-22,1,publicly_documented_exploit_incident,220300e58292c3d55d564b0788ae83fbcd7bb1b362e8625a43291b6ae713ac6e,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
sheep,bsc,2023-02-10,1,publicly_documented_exploit_incident,1da2b0d5408a2ec990fa02df710580cd89676723591b068165339ad3e21faa13,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
orion,ethereum,2023-02-03,1,publicly_documented_exploit_incident,230018610c21d80d51f87ee5b73442005156617f01ca4fe6120bf470660824b6,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
poolz,bsc,2023-03-15,1,publicly_documented_exploit_incident,bda1ee287e1e98d03ba4f9d84d1de72a3bfe16cc8fcf2398cfbb174bc4ca86d1,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
allbridge,bsc,2023-04-02,1,publicly_documented_exploit_incident,9e6ba73f3f619cf65fc515389a80b649a51aa891855bd02aaed3938aad6973b1,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
dbw,bsc,2023-03-25,1,publicly_documented_exploit_incident,2d5fb42b8fb902aed9674385117e519fbbd3c9e74f81b581634bf8b73703dc1b,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
axioma,bsc,2023-04-24,1,publicly_documented_exploit_incident,d1f57ab5d65e3870792251bb781cb24374339cd2c271c583bcb8d369468509d7,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
olife,bsc,2023-04-19,1,publicly_documented_exploit_incident,f45cb26ca206b4bde90938dde044e118066e680daef86e0ce52ad3c62684d22a,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
sushi_router,ethereum,2023-04-09,1,publicly_documented_exploit_incident,2f68d6a8ba91da88a2370a929db3676986a4819479ce27ecc2a31c56dd5f51aa,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
safemoon,bsc,2023-03-28,1,publicly_documented_exploit_incident,2498c583ba177edc37f363e0b54f95dce073d9cbc59359a1f1664f38071aecf5,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
swapos,ethereum,2023-04-16,1,publicly_documented_exploit_incident,e94fd586bd17e469d11f7ab540aff87a6383b37a90ab987fdfff7a54b73bf3fe,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
yearnfinance,ethereum,2023-04-13,1,publicly_documented_exploit_incident,37a56741b1b475a56725fe36565ad21976ef7d726b4c6ac3aa334aefa6aeadc9,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
babydogecoin,bsc,2023-05-29,1,publicly_documented_exploit_incident,f2cbefc8b122988a0ecb2a48794d7f5e6ab5a2843115be4493c3a46a8a5dd383,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
silo_finance,ethereum,2023-04-27,1,publicly_documented_exploit_incident,9b884914f8626d2d99687e9e3de2268d1534ccdf70eaa31fbe6f3d47de80a7ec,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
bitpaidio,bsc,2023-05-13,1,publicly_documented_exploit_incident,4683251ff02b948ca7e6f187c76773c1ea70e778b8de50a96b27635c4b31ac62,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
fapen,bsc,2023-05-29,1,publicly_documented_exploit_incident,9903575470e05debdc8af3e0a6b38af77a955c68a506a6080e6e2db71618b7c7,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
erc20tokenbank,ethereum,2023-05-31,1,publicly_documented_exploit_incident,cc25142537541b03e2a2cde009662c1a89939a7dc5ea5167e2596c16860eb0c3,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
cs,bsc,2023-05-24,1,publicly_documented_exploit_incident,b1eac141e6770456816aef704a422069bc7c3d9376ce88023f987f73d9e03c31,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
hodlcapital,ethereum,2023-05-09,1,publicly_documented_exploit_incident,be2766c06367f10ee7018421cb76febad2cd6cc091b52344bac9938ab3a02e15,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
melo,bsc,2023-05-06,1,publicly_documented_exploit_incident,1dc21648b7180b94668622e40e723ddb45f816a0b4db31f80c03b8227679254a,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
lw,bsc,2023-05-12,1,publicly_documented_exploit_incident,49b6cafe686b7ed303e5c8fde8dcbd7aad87ef4c64f05c35cfd6166a6ee469de,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
multichaincapital,ethereum,2023-05-09,1,publicly_documented_exploit_incident,e9c51537d22eb98fbcac694db0e01fbd86720b900728569d4afbb877e3ecd65a,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
level,bsc,2023-05-02,1,publicly_documented_exploit_incident,a8fb16f1411330e130d3de965ab9566abad2bed4494b479d532b26982bf317cf,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
sellc02,bsc,2023-05-14,1,publicly_documented_exploit_incident,559eb4960b432d4fa1392e4d65cda28a014cefe0e6886c640cfd27582f00dcd9,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
neverfall,bsc,2023-05-03,1,publicly_documented_exploit_incident,24887d71d881e9b3355abe95a52ecaa0d0c74111a215a55236b2edc74bf19ec4,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
sellc,bsc,2023-05-11,1,publicly_documented_exploit_incident,924f1e34730cb2111ed37a8a768a7ddea30ac55a29e91ab340aea3daee14fbcd,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
selltoken,bsc,2023-05-13,1,publicly_documented_exploit_incident,6852a28aadb71748b01358c5c5ecddfedfacbfff88805eab506ad83398787569,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
snk,bsc,2023-05-10,1,publicly_documented_exploit_incident,164582ee842565517c67f992eb087dbae90c1c25f531e9c0ccee407de7f74bf6,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
bunn,bsc,2023-06-21,1,publicly_documented_exploit_incident,a1bf8e860d6d88279b97d92e86cc3dd50fada2f0a5420c604e4257c427ca6a6a,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
babydogecoin02,bsc,2023-06-21,1,publicly_documented_exploit_incident,3274443c97c0b04665c742a6dc2e8931686164c4c17094d6d6ce92e4b318746f,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
compounderfinance,ethereum,2023-06-07,1,publicly_documented_exploit_incident,7b7f23fad9d05da732c442a167795dff9925e20fb9fd35a7e51ceee315284d01,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
cellframe,bsc,2023-06-01,1,publicly_documented_exploit_incident,22ee8da702b8ec402db2753585e434341c06afac1d5137b85dd787333536c903,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
biswap,bsc,2023-06-30,1,publicly_documented_exploit_incident,2dbbab18564e61d8aafe54c973def4ca29776e7066596137b180fb6ba04aaedd,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
ddcoin,bsc,2023-06-01,1,publicly_documented_exploit_incident,f54389af142259a1d51bfe6d43dee6fc3e2630eb614f674bffa8e09b53d529d4,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
mimspell,ethereum,2023-06-20,1,publicly_documented_exploit_incident,5588b17b13b02b52ec1d5dc496ee8f513ab1a96a29e0aa08fef4e1f025460eba,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
myai,bsc,2023-06-30,1,publicly_documented_exploit_incident,26ab177fd8aa6159d63dc2dcf177a33812dc1f463cddc89c7e193751bce4ab6c,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
pawnfi,ethereum,2023-06-17,1,publicly_documented_exploit_incident,abd97bbc4468d7f191f15759d29ba60c3e6de6f4fe1b1321caa6f89e54871295,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
sellc03,bsc,2023-06-11,1,publicly_documented_exploit_incident,839b537d4aa211c9efda4aff91e88a02372dac45f571e651571af2b7155e80f4,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
depusdt_levusdc,ethereum,2023-06-15,1,publicly_documented_exploit_incident,6a971e7ce95ebc37b0bcb21a660b18ac4e244428132e8656d35c7d71996b6aaf,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
shido_2,bsc,2023-06-23,1,publicly_documented_exploit_incident,02f500349f984568ee26a4a76e055cc50cee94249fb6cd64987772f0187ecf20,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
un,bsc,2023-06-06,1,publicly_documented_exploit_incident,5e59953a48ff30c9425ea46eecccba2a7b34bea95cb1c670419d299b8e284700,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
vinu,ethereum,2023-06-06,1,publicly_documented_exploit_incident,7333d38d149657163985aec162e91b923b8c2dc1908977b70fffc7501213525e,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
sturdy,ethereum,2023-06-12,1,publicly_documented_exploit_incident,08c49ad305591fa542ed64d287a0e685ac6065855a132ac2e3fe4e641f762e94,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
bno,bsc,2023-07-18,1,publicly_documented_exploit_incident,2d18e200f289b7d72ff413afe5f914eedde0485a4acf79e2c6764c2247ac413f,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
apedao,bsc,2023-07-18,1,publicly_documented_exploit_incident,c99bb520e3259748253f1c1e9e009d9c6768476d9c079b38ca973243badbcfa8,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
bamboo,bsc,2023-07-04,1,publicly_documented_exploit_incident,c71d97c2735917906643a53564faea9d5a5805ca719ba7903fd7d4fb38be65d1,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
conic02,ethereum,2023-07-22,1,publicly_documented_exploit_incident,cf3764f4bf28c89963a6b607dff63415f068aa0793595862d68f9bbfefe5d86f,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
bao,ethereum,2023-07-04,1,publicly_documented_exploit_incident,cb83300719c4e75f585516f21ddcd63ac49f1639611a086e0b6c78ee3dd65350,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
conic,ethereum,2023-07-21,1,publicly_documented_exploit_incident,92faf7fca921c724faa4765490b269435efa0f219fc65bf10a8a8a0df73679b0,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
conic_2,ethereum,2023-07-21,1,publicly_documented_exploit_incident,92faf7fca921c724faa4765490b269435efa0f219fc65bf10a8a8a0df73679b0,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
gymnet,bsc,2023-07-31,1,publicly_documented_exploit_incident,d83705236c566e6d4bc746c7d9ec9e70e95fba4e11fdc324176dbd03d9522540,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
ffist,bsc,2023-07-20,1,publicly_documented_exploit_incident,91117a056e2e76070a468985f0b482382a42f791ead704211d1644b8b87194b2,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
mintofinance,bsc,2023-07-23,1,publicly_documented_exploit_incident,aba56dfc99b4e2a2467bd75f35a51d9efd2dd0eeb478472eadac1d73a8e4eaee,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
newfi,bsc,2023-07-17,1,publicly_documented_exploit_incident,cb1487b55e66a8cc6f1141f460c6d0b2ef847804fe15fc2f69802176b33b80ba,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
usdtstakingcontract28,ethereum,2023-07-15,1,publicly_documented_exploit_incident,161cf06028a9979f51a35374287d6d6933d27c92fd9433282f7373f6636d32e0,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
utopia,bsc,2023-07-20,1,publicly_documented_exploit_incident,47783ad47bdd3130ee1173942685b908e13fc6969fcc99f6bef4f5a79a3022f1,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
palmswap,bsc,2023-07-24,1,publicly_documented_exploit_incident,f39a223dc58ce3fcffccdff63277c149a9b83e2401ebbd06b0dabc2683133178,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
sut,bsc,2023-07-21,1,publicly_documented_exploit_incident,379dfcd9ba9b4c5d2a7b0887728c275c714ac9bece967d28d754d6f50894a17a,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
wgpt,bsc,2023-07-12,1,publicly_documented_exploit_incident,aa3190bfdfa1fadc9310c4995070c4d31c2c4c651a3ecbaf779cda51492c7b3c,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
btc20,ethereum,2023-08-19,1,publicly_documented_exploit_incident,22b121acbfcc40154c0f0b48bf818e2f4561667799dd1d2dfb0320f73d3655ca,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
ehive,ethereum,2023-08-21,1,publicly_documented_exploit_incident,b90f303b9792c571423fdf6fa220a018f3664860d2b524f62b39f6b38fefc56b,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
balancer,ethereum,2023-08-27,1,publicly_documented_exploit_incident,2874efeac1f3c130d422c24d482bf435af39a7b71926151d92f622c65c415660,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
eac,bsc,2023-08-29,1,publicly_documented_exploit_incident,bc218962d9ef63f3067269968d51defc1f4697fe5b8bf49c19452d3c3506e6ef,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
earningfram,ethereum,2023-08-09,1,publicly_documented_exploit_incident,a3fcad17a2ae54c366de182933eab1c3d9da6f56c4e43f54fcfcae5b1549da60,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
leetswap,base,2023-08-01,1,publicly_documented_exploit_incident,d45baeffbd8d4563718fe12155d11b46aa61b423de459a48dc6418be9cc3ee0a,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
uwerx,ethereum,2023-08-02,1,publicly_documented_exploit_incident,543b26507e1d92c59fbbd12c55f643a672513fa1842572a45e2c7fe3007251a1,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
bfctoken,bsc,2023-09-09,1,publicly_documented_exploit_incident,b56ad2e3b4b45b8a6c41e0d11b45ff86503c9df226cf61725c734618e17876c6,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
floordao,ethereum,2023-09-05,1,publicly_documented_exploit_incident,f2773ef985532853a323b49018a6a4b5179f58faa0047bea333da99ede24e52b,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
heavensgate,ethereum,2023-09-05,1,publicly_documented_exploit_incident,aa049f6cdd223fb06f152c2f09320a78f3fa35c374da4fc053a9b791699527e2,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
kub_split,bsc,2023-09-24,1,publicly_documented_exploit_incident,c9c6d07740584932bd2016947c05ff9461413cd000452d86872ed8c1b51c4b1e,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
jumpfarm,ethereum,2023-09-05,1,publicly_documented_exploit_incident,0d0b062e1f0d40d4e6726d6175a56edd8cf39ac6144c15cfeea698f6448ea4c7,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
quantumwn,ethereum,2023-09-05,1,publicly_documented_exploit_incident,9fea35e24fa664c421d81962af5106dfdcad6cd39baa4ee715401d096783263a,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
uniclynft,ethereum,2023-09-16,1,publicly_documented_exploit_incident,0db0d6c9904687a9776a665c0520cd1a78c808142ec840b562f94e2f4cb60377,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
bh,bsc,2023-10-11,1,publicly_documented_exploit_incident,d1106cb47b8157ac5f170d68d85ccd44b5f16f7588cf5d6e6c0dcd7c76d4fd18,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
depayrouter,ethereum,2023-10-05,1,publicly_documented_exploit_incident,678451b45a53f4ee384c87cc3134587e84b856c5e44a23003787abf1ad5908a3,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
astrid,ethereum,2023-10-28,1,publicly_documented_exploit_incident,1df4c4dc2d6d91e85e110d98993c38b3ee183c950028cddbdca2bdb4c36bc11e,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
hopelend,ethereum,2023-10-18,1,publicly_documented_exploit_incident,ac3363b2ee8827a619f153f254a699bb2ff1a671a64d2945ea708e69bd5e5908,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
openleverage,bsc,2023-10-22,1,publicly_documented_exploit_incident,654f68a7a2afa70319c628bab97c627cb470f2f69b7a6e866b13a5689fc30f3d,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
zs,bsc,2023-10-08,1,publicly_documented_exploit_incident,b503ee263e167bb1e9fc5c91e7df46904eb33a13d2a864d82f3035214dc0fbf4,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
wiselending,ethereum,2023-10-13,1,publicly_documented_exploit_incident,fe4ed68a0d11da3971450e0fc0bfe4d199e0e390deb63e1df86381c1747e3f10,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
pseudoeth,ethereum,2023-10-08,1,publicly_documented_exploit_incident,7367a892fb5af9fd9f54b20be34fbf9f07f2c20629b7196b40d75f65936feb46,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
ktaf,ethereum,2023-10-19,1,publicly_documented_exploit_incident,91ed447eedeac861483bcb32fe39cf0f028a35e3a80b97590af5d896965fb3b4,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
3913,bsc,2023-11-02,1,publicly_documented_exploit_incident,20362fa28aa1bb400084b54890828ea4b8659ffc51d056fb6bba1172b04e8731,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
burntbubba,ethereum,2023-11-29,1,publicly_documented_exploit_incident,366337a679c5ba2ed9ef400c4d32ebc352b5fe185180f081b8914db6a7eada2b,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
fiberrouter,bsc,2023-11-28,1,publicly_documented_exploit_incident,95e91dd1b0cd068b0894f826cee24f481cbae5f53f92b24d7f8f5720604ba795,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
carolprotocol,base,2023-11-30,1,publicly_documented_exploit_incident,9033a03fb8b67fb19794406d2629035a33362c3189cedc26dc77bdb8cb78c188,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
ehx,bsc,2023-11-15,1,publicly_documented_exploit_incident,a18c1d9fe7bf05d142752c8e0f8f37630c645e3812628dd1b9fefbc27a7b7fbf,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
mahalend,ethereum,2023-11-11,1,publicly_documented_exploit_incident,06a6d113019acfeb5d11061532075f5f388fa6e5707881f5ed656071edc3ced3,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
swampfinance,bsc,2023-11-01,1,publicly_documented_exploit_incident,eb471c333ebe8db5610ae95946d94aed50d9c24c5cffc4db6f38a5d78fde763c,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
raft,ethereum,2023-11-10,1,publicly_documented_exploit_incident,cd2bdd74e5aee1be8cba6a272c1b7db7894120764fc783c363fdac039aff50fe,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
rbalancer,ethereum,2023-11-07,1,publicly_documented_exploit_incident,f98b66442523d7382a3a7b7768fa85a68ce5e95cf5aa81f7e5e42c6e811bd5f2,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
shibatoken,bsc,2023-11-17,1,publicly_documented_exploit_incident,b7cada09b59c506a4279b6085113710972cd4b2e987982fdf0cf8f66a2f23e9e,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
weco,bsc,2023-11-16,1,publicly_documented_exploit_incident,14401dcdb399156770a4d9b4ffb98d2e2a6944a63b11fa8b97a631fe80020e24,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
thenftv2,ethereum,2023-11-25,1,publicly_documented_exploit_incident,19f81547a90b10e10774cc280d2fe983bd9e783d44d5a7e1c549a539e3c657de,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
onyxprotocol,ethereum,2023-11-01,1,publicly_documented_exploit_incident,7116148618bbe8823ac7a52bfaf220ce1b34c08acf031c7c8981600fbd92b5a2,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
bct,bsc,2023-12-09,1,publicly_documented_exploit_incident,d383d3e9c327db3e9d2a87f0fc215949e69191db48a244738eb1159f162ba6e7,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
trustpad,bsc,2023-11-06,1,publicly_documented_exploit_incident,4d6b4d45d86c9c069ff296c83604a785dfcc737cd3d9b51d7a8bc3506f41a170,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
grok,ethereum,2023-11-10,1,publicly_documented_exploit_incident,e6dfdd6d17f539627a862d0a82813a66ea958dab84e88a02b14a2b1ac525fd46,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
goodcompound,ethereum,2023-12-11,1,publicly_documented_exploit_incident,7dc5d204b5cb5a34028972db2983f76e1a720919fabdf794e811acb9d09a6488,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
bearndao,bsc,2023-12-05,1,publicly_documented_exploit_incident,5dee561336da19644235b4f8c44cb6d54b8c7dde9d4fe0591286868da1ec2627,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
hypr,ethereum,2023-12-13,1,publicly_documented_exploit_incident,e3739679326c6468745c0daeac1cce1d40126fb342045cebba0b2f68c218a8c9,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
floorprotocol,ethereum,2023-12-17,1,publicly_documented_exploit_incident,d552f58095a5c1b67278afdd5a9f1346ae00d63ce1b4de551a6e1b351e2523ad,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
xai,bsc,2023-11-15,1,publicly_documented_exploit_incident,61aa313d22ea002b4b00c6a6de0a36276886e72679c6ddb006a2b8795deb1a33,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
mamo,bsc,2023-12-05,1,publicly_documented_exploit_incident,b179fe0d475faa52efde723526c07cfa6d03e48171fb2fddb5afc889107b6a26,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
gooddollar,ethereum,2023-12-16,1,publicly_documented_exploit_incident,6a95eea8103582c2f5632f1537abceaed8eff172c0887c3cc15a60354a1fd7d3,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
kest,bsc,2023-12-16,1,publicly_documented_exploit_incident,99d06bdb5b484c933c76644cf093265b2be4def011b3434388bdd1481f20e471,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
nfttrader,ethereum,2023-12-16,1,publicly_documented_exploit_incident,55ef990ada51be5cab3dba4ee4608c297453af35b523388f7a3290b3bc02400f,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
pineprotocol,ethereum,2023-12-22,1,publicly_documented_exploit_incident,88724faa3deeba2c694b22a6f2b8f554d6a452e55f7d5866e7fb67bbe517c669,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
cfc,bsc,2023-06-15,1,publicly_documented_exploit_incident,77b3284608b7251b4ae0b068d00f1561974249a2e86071fcc807e3196eb56a83,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
shido,bsc,2023-06-23,1,publicly_documented_exploit_incident,02f500349f984568ee26a4a76e055cc50cee94249fb6cd64987772f0187ecf20,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
paraspace,ethereum,2023-03-17,1,publicly_documented_exploit_incident,f76325e990b992d20458c0d86b7fa77bba088347856fc8cd9d4bb12e33b3dfc0,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
allbridge_2,bsc,2023-04-02,1,publicly_documented_exploit_incident,9e6ba73f3f619cf65fc515389a80b649a51aa891855bd02aaed3938aad6973b1,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
lusd,bsc,2023-07-07,1,publicly_documented_exploit_incident,548fa2554a015e3e4ac4533680e800fbfed217cea5fb939376b2e620239adfc3,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
gss,bsc,2023-08-24,1,publicly_documented_exploit_incident,0122f962f73ed6d70d7072a745df25f84bcc6f37a84e727e4be922b835e36529,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
xsdwethpool,bsc,2023-09-26,1,publicly_documented_exploit_incident,5171a72c631a0930c60cf394ca3b8b53732efe7023d737f87503743b37eb8dc8,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
laeeb,bsc,2023-10-30,1,publicly_documented_exploit_incident,5d8182089bda62f6d5bf44380c6d651479cecf5301f21a488a6128e18fef824e,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
ais,bsc,2023-11-29,1,publicly_documented_exploit_incident,201fb0e192b801dcf1d6a5bd5cb66779a4a53d0312239f571733153ff40c12c6,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
hct,bsc,2023-09-07,1,publicly_documented_exploit_incident,9f533b702a0b779e816436d168cac8002a4e871939e3c2589b2e6b0e106533dc,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
lqdx_alert,ethereum,2024-01-10,1,publicly_documented_exploit_incident,d30061a939fbd172dd528982a413b74d964553eaf8a2aa841dbf758a368fee8e,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
bmizapper,ethereum,2024-01-17,1,publicly_documented_exploit_incident,3639359f34a51931ad664ca625decddd72117909a07861077bb648ff94277c3c,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
mic,bsc,2024-01-02,1,publicly_documented_exploit_incident,949c8d012eb705b561f67c12fe8ae383cc1da5479537f8f136bc7ad1b38971ff,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
barleyfinance,ethereum,2024-01-28,1,publicly_documented_exploit_incident,db29e517b67f809a29faeda998ccaf52c5c2cdbf28690ee42a52da070f9c0dbb,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
mimspell2,ethereum,2024-01-30,1,publicly_documented_exploit_incident,7d204cc7ae208880f66356502374e7a7f0f35543be63f2bbaca9a9a8da3c9dd3,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
peapodsfinance,ethereum,2024-01-29,1,publicly_documented_exploit_incident,c5deade4aaa511c50cb8d90d1504dd401639fdb69b10edcef3754925cfa6f6cf,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
wiselending02,ethereum,2024-01-12,1,publicly_documented_exploit_incident,50b2a0eee9425c4ead1268ef12814a6a8221bd166b4753b3889b49cacf3d3f14,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
socketgateway,ethereum,2024-01-12,1,publicly_documented_exploit_incident,2b4ce27886dead1cc4ae34b1a0a69a1ea6dd8104f38a47c8116ef22a96daefe4,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
wiselending03,ethereum,2024-01-12,1,publicly_documented_exploit_incident,50b2a0eee9425c4ead1268ef12814a6a8221bd166b4753b3889b49cacf3d3f14,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
xsij,bsc,2024-01-30,1,publicly_documented_exploit_incident,c97b25d36a3fef48ca7bc8103e8c1d6e579339f997e43c74bb817ab44d6c87e4,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
adc,ethereum,2024-02-02,1,publicly_documented_exploit_incident,a6aa25024b5c3c0ca953e7b98316fd7bea7461755f9dd2af8526f13f007c4aa3,,,event_observed_but_time_from_cutoff_pending_deployment_evidence
