case_name,chain,chain_id,positive_prediction_cutoff_time,minimum_additional_distinct_slots,reserve_target,control_address,control_identity,control_deployment_time,deployment_distance_seconds,creation_tx_hash,deployment_block,creation_type,trace_proof,source_object_key,source_object_sha256,source_record_sha256,edge_rank_sha256,reserve_assignment_sha256,queue_status,rpc_authorized,selection_authorized,stage_promotion_authorized,recovery3_mutation_authorized
sushimiso,ethereum,1,2021-08-10T17:54:50Z,10,100,0xb116ac4284486575419187ed81e815810a6cb3c4,1:0xb116ac4284486575419187ed81e815810a6cb3c4,UNKNOWN_REQUIRES_RPC,-1,0xaeaee84b5bdb9956cc9f2d3d4ccc228dbe289a590480688d50d2389ec566e78a,12988211,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_26000000_27000000.parquet,b147065f7b552edac873049f8fd5f0289db132a0bd7d6b046d3576028093197d,67e94aa135a7b2ff4692541ba5e781fb92cf9d2b4ed8f6f0695667888e3bab93,000823a164a5e6f89c82faa1c47e3bf541f24ef731b16ec9bcb9580d0bb4b8a9,45ab05bb061734a1272c5e06d3860bac8b0cce9776d94fe5960679aaed664498,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
swapp_staking,ethereum,1,2021-06-21T18:07:01Z,10,100,0x8cfc186ef3db371974ce9abcc71c63fdf31a7ecb,1:0x8cfc186ef3db371974ce9abcc71c63fdf31a7ecb,UNKNOWN_REQUIRES_RPC,-1,0x40daa08dc38f703fdf053b4be7d65862ec55e30ac672312f61d9d59fa65059f5,12642144,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_14000000_15000000.parquet,6176cf26c5e071de572e4fa584e8e6126dbdb3267e5f347910a581b7d8a944c6,758c6ff3cf196bad8a6ec124c300436bda6b17da6349c20852a84f6432787d91,0006621c8cf050b5a586cc6ccbd12764ea3351466ebec2e3f74463f8e0268934,b8ea879444e0c00e976158a5b6850e17b44bb482583bfc21bf22adb142d44eef,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
teamfinance,ethereum,1,2021-07-29T12:36:55Z,10,100,0x6ab3963bf7809f5a2b3e2a50fb026d9e76fbb2e6,1:0x6ab3963bf7809f5a2b3e2a50fb026d9e76fbb2e6,UNKNOWN_REQUIRES_RPC,-1,0x82661762ce8b8d96f321865341185e7f0bb511349e4b9207d4b1d8b2c325a9a7,12751260,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_18000000_19000000.parquet,2dcd3c6c46c1f5489efaf97a7571ebbe6353d25a2f649f3933fab9345109debf,af2ba013a0a51305977af7dc592647398fc52b845d42db0e2d90f0ad95576d6d,000f62c2f36e28aacb1ca997497f784b3a847cb8afd699b300229387db096053,01daa176ac4d48e0b80c1c10df2cfac91a059049d48247a227d39469c68e508d,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
tecraspace,ethereum,1,2021-04-14T12:34:44Z,10,100,0x9bd672c9287baf010f45952af1eacfbb1e5759f5,1:0x9bd672c9287baf010f45952af1eacfbb1e5759f5,UNKNOWN_REQUIRES_RPC,-1,0x7dca089bc5f98bcfdf1b7c72abe6d4983a4da9ed07a0f813b13e870766dc5ba2,12079162,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_19000000_20000000.parquet,204b7f381daf9d8017d4efd97183633a94c1c646efa22b219290c725f63c79d8,ae7390609d26ef789f5648f2a3705c589873ff2fe2ce2c450a2a016f215a5d8e,0009aa7b578338b9a365e02063456bd855e0d545372a80478c7abc11654215a9,7441339da6379b9b63ac008458f56a4b96cde45a937d88f92f73efa3bed29e7b,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
templedao,ethereum,1,2022-06-03T00:36:30Z,10,100,0xd6b1c6d0b83fa80da47282d168005b7c3fa513cd,1:0xd6b1c6d0b83fa80da47282d168005b7c3fa513cd,UNKNOWN_REQUIRES_RPC,-1,0x15fc27983ab935acc06d20956f489b9fb1863a6a82262931ba0f6e776b9bd800,14722728,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_14000000_15000000.parquet,6176cf26c5e071de572e4fa584e8e6126dbdb3267e5f347910a581b7d8a944c6,57ca215f8010b6af13aca02f4a6b1c927f01a5f4dc90058faa83ce8353558b70,0003cba79b912fcafeae8a442c575c729a7d3abbe5b9df424eb4365ea8672dc3,1cba44e51543ed51c31e04c6628c33af7be3a080aef6a5a9a9b0d503db7d6cfc,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
thenftv2,ethereum,1,2022-01-20T06:45:29Z,10,100,0x21d085222dc5e1dd8b576beb97e7b277b61cbe1b,1:0x21d085222dc5e1dd8b576beb97e7b277b61cbe1b,UNKNOWN_REQUIRES_RPC,-1,0xfb1a18fdaae3b7ea3b34dee9cf32e6523e26a4c4f8834fcd756ba10fe94a2597,14003702,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_13000000_14000000.parquet,8885bd5034eff92607b7ffb297b079b222764c22e24fbd5bdf3f3d689c1a839b,bea47741902e2256bb4128493539481189608ac85e60f5cb973543a963f3cad4,000539c672f1af775668bd1d5ba7027f099ed9b8c00e1b330e2ed4ae12f51a9e,248b9b41f97480933454a404bbad834080d1b749da78e6c7629185bafaac8ab1,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
tinu,ethereum,1,2021-06-20T18:45:47Z,10,100,0xec672016254390b04f40daea43ee21fad1d728a2,1:0xec672016254390b04f40daea43ee21fad1d728a2,UNKNOWN_REQUIRES_RPC,-1,0xcd8d816e5f8918b1709345d1d45d777a6ac4445a0c53684c5ec6d3e94da27281,12598830,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_20000000_21000000.parquet,5408f43ed5a3cd3b27216a3df0904e4053ec650ebb80c9c1c2ede9026839c3b5,a252aea765ded7a642877128cf5eb0c207fc0ea503062314990f957551e6d7df,000561625bf8321f8b995155a8d8b37753258c6a5faa647bef76825d19e70e18,2d817ef96e6203e32a896540c15dca4ca5bfa6430a4243fe2a4df591765a3e75,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
truebit,ethereum,1,2021-04-12T10:56:15Z,10,100,0xe156389b7a231db0ceabfebfaa80ea1ffb77a1ff,1:0xe156389b7a231db0ceabfebfaa80ea1ffb77a1ff,UNKNOWN_REQUIRES_RPC,-1,0x1a6b451b8c77ffb27fc33cd89517207e32d5729a63643373b7b583454d861a3c,12070571,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_14000000_15000000.parquet,6176cf26c5e071de572e4fa584e8e6126dbdb3267e5f347910a581b7d8a944c6,d6b9c3ecfec0eb3dbde70b510ebd6b6ac94c344a93a9152515e23972e40eec74,000ba5db68fe420053cdc68c5a8c1c84b36b468873be2c744e823c630f2340eb,de4a7b3f1fa9a1bcafd1612b69ce1b41bd830b9fc7c9ecd8177d8735dafc282a,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
uerii,ethereum,1,2021-11-16T01:25:50Z,10,100,0x77324c9f7a8e23d3663091d57930b857955cedd9,1:0x77324c9f7a8e23d3663091d57930b857955cedd9,UNKNOWN_REQUIRES_RPC,-1,0xa6b8a82bc5df56d18a3007bdf0b18b88a2da7135161f5e7866a4c9fde3d9a620,13561412,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_25000000_26000000.parquet,89a76fc2ecf09bbb46861991e8a584829f6ee9a274cd187b9a10a702b04f50fe,9bad546bc1ac1dff8d386940e3dee551f76e764db72c3934b5abbdfd545e5617,0007c8af59551045fc7fa3c54d5c0de84372c89612aff70f92202218dad49dd3,207f0a79ecb89e5aceb8bf21abe30fb3e913e574f096d4dd7a6e36e88b0a0969,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
umbrella,ethereum,1,2022-03-15T17:05:56Z,10,100,0xc0661c9d792cebb5ef06b326ffdc47a542cdc530,1:0xc0661c9d792cebb5ef06b326ffdc47a542cdc530,UNKNOWN_REQUIRES_RPC,-1,0x948be1fcee315ac16cb9dfe902ec774d2bfe7d8657da57d6e7f669fbcbfabdb8,14220723,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_17000000_18000000.parquet,8a63eb54bb198d66bb4daa82d14922009830abddc204e948292b7e4942358c8a,0d0c43fb743b25984f94d55904b2d1dafff14d55344beb17b268849d38637ecc,00044d004d6cf165c40c2f18f8535df79cb10a77e0414b211935ca1b97122445,b6acc09c88a2b16d0f6ed98f981b7a915452acc6f742d1ec79fc1b0c8469f65d,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
uniclynft,ethereum,1,2021-10-31T23:20:40Z,10,100,0x87f7def0e1e7df8c8062978c510dea1c1660833c,1:0x87f7def0e1e7df8c8062978c510dea1c1660833c,UNKNOWN_REQUIRES_RPC,-1,0xee0279c904be650bfaeaebcd3731f5ec7535cbb1702137e617cf36e0141a41f3,13366266,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_18000000_19000000.parquet,2dcd3c6c46c1f5489efaf97a7571ebbe6353d25a2f649f3933fab9345109debf,33b2f0daf16b6ec3f6167d9bb516938a28b8946ef30a4e04aa53a7584805fd48,00081e14a6f2212dbe2d8b9b4358cfd43a59aabd157c4dd67b97f1c23824ca31,28e620c1cec1a6232d36c88a18719871da7c3014e709f030392c4dbb7f2d322d,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
unilend,ethereum,1,2024-02-13T18:14:11Z,10,100,0x4bc1a799ba3348e66632321a43e9dcc1730e0a0e,1:0x4bc1a799ba3348e66632321a43e9dcc1730e0a0e,UNKNOWN_REQUIRES_RPC,-1,0x21b642e3befadae6214dac62aef958d9c769172d55b940ace69d64aec8e02ff6,19180870,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_9000000_10000000.parquet,6777e0b50be1d60a845e1be0313473c99fb8675967b51e4530577f82391cd3cf,b6a05b72c3544a1d11c5c0fbaae1615ede2cc87e21af1b913b67fa47af6ff8b0,000c5607557493fa10bcb1edb6ddf713efdbd081a4581b59449e6ff1b6221f4e,dcd8f7eebe0ac1f559868605d49f636c2066de5aebc6a58a5290912150474bc6,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
upswing,ethereum,1,2020-09-29T18:04:56Z,10,100,0xcc3b6e42e4a3538d08de7fb201a3543b815a4e3e,1:0xcc3b6e42e4a3538d08de7fb201a3543b815a4e3e,UNKNOWN_REQUIRES_RPC,-1,0x90dd27a659d6c9b7e08468f9b8e1b43cacb2bd4c62d0dd7429ae1af1af02780b,10765062,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_19000000_20000000.parquet,204b7f381daf9d8017d4efd97183633a94c1c646efa22b219290c725f63c79d8,20d5131551a039bb6d9762ecd7e34e2022daffa0dd52c840785db02bcd55af7c,000ee80b7c2d8845a77b4e778e48d8d3f62ec8604dffc79c0fb95c474c23e5c6,65d2e904484dd67352bcaa922df4a93bc99188d2f2754f144c76f863e2dae251,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
usdtstakingcontract28,ethereum,1,2023-07-12T12:53:59Z,10,100,0xda14302ef3ca1ff3b6b43291f3cc61e5e3682069,1:0xda14302ef3ca1ff3b6b43291f3cc61e5e3682069,UNKNOWN_REQUIRES_RPC,-1,0x9e43d673b925d8ba2d940b15d6d3905c5de2749ecc4470e4a5f31206fdb48036,17526871,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_1000000_2000000.parquet,7529540c96f11e4fc0d376fd36b2953644bebebe317a864615e2d14403a341fe,236df775d7271a9e9d59ef19fd66e757f0ece3e17ed25fb6991c2524deddb9ff,0009d2f38634d052cca64c785cad306e375bd4ec6e56397e52a45f7c3d4b72a8,408acb353d2a0837379e022ca7b3ab2ed51b5a682142a46a2861161ab30097ac,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
usual_money,ethereum,1,2024-06-06T12:56:35Z,10,100,0x84bc502c9f9b19b01bbcae5eb12f84d0e9cafb12,1:0x84bc502c9f9b19b01bbcae5eb12f84d0e9cafb12,UNKNOWN_REQUIRES_RPC,-1,0x73c7b651b171aafd7e7fe42a93f0356a15c85e56a90381c824051a4dbedcb6a5,19896231,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_25000000_26000000.parquet,89a76fc2ecf09bbb46861991e8a584829f6ee9a274cd187b9a10a702b04f50fe,5df02be4957420c8258b57bc8fa63162228453ad2713f6d789816a6c038c2fc0,00104261c4a087dda1178517f026ef73dec1e4536445ef7e451475081fef7af7,09cc766e29d9d17ede934e0c5e0d857a3cb1fa4833c806d4c799cd7ef6e1248a,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
uwerx,ethereum,1,2023-02-08T16:19:23Z,10,100,0x3cf8725907b8ecd8ac421d438461dc4927272ed1,1:0x3cf8725907b8ecd8ac421d438461dc4927272ed1,UNKNOWN_REQUIRES_RPC,-1,0x5b8046781dc0d1f61cc43ee11fb3016ae0f06a19670899d4081f5f757ccaba90,16384141,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_14000000_15000000.parquet,6176cf26c5e071de572e4fa584e8e6126dbdb3267e5f347910a581b7d8a944c6,70c0056a9cdf57f9478349b99dc5d8ae97a6bdd894cfd64d2fd06442e7eb6363,0022c4fcdc9d3a5933a5deedfe56bbdfc7343554bedd0718fa7612aa761ca92a,ca00a48b54a5fd3d54cd8d1a7eba25432af1e4aad2c61ae3c96eea31f3ea9dfb,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
uwulend_first,ethereum,1,2022-09-20T16:55:47Z,10,100,0xda04d22edb6a8c92f4e6e3f54ebc74113237402c,1:0xda04d22edb6a8c92f4e6e3f54ebc74113237402c,UNKNOWN_REQUIRES_RPC,-1,0xed6139825abd414f04b59f5c22a1b5b63d8a3d191489d095e4729bf778bb9e26,15384557,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_19000000_20000000.parquet,204b7f381daf9d8017d4efd97183633a94c1c646efa22b219290c725f63c79d8,3aec66f6bb84f99df2b0023fc45e599f0c05490b9747c739df6148c17b3960b4,00171776d641e89a4d3e31e9e3db4f345066cd285a16f893b670fc9b53a61097,5a963aa75395d35dec4020f6fef0e18d7c063c45fcefa83a97046702171fb7dd,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
uwulend_second,ethereum,1,2022-09-20T16:55:47Z,10,100,0xeec9703f3fbb3674f1c7e08f191960edd71941d5,1:0xeec9703f3fbb3674f1c7e08f191960edd71941d5,UNKNOWN_REQUIRES_RPC,-1,0x327aef41081cb5cba8dac2b4e933b86307f12fad4e8c5eff032343a82529edba,15532419,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_1000000_2000000.parquet,7529540c96f11e4fc0d376fd36b2953644bebebe317a864615e2d14403a341fe,dd760e2a4bdce8d60c8f1607479a9bbb2504440dda7833f65cd5d888087a7361,000ac7f6291a6b6f49244cb8f208b40b33f4481e4c2b3adefd3c96f86d4fcf70,7915853161d198bbaf28ca1b2d94d59aa066c9624691b648053fc3bfac1c7a0d,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
veth,ethereum,1,2024-10-28T09:08:11Z,10,100,0xcab39d7d8c3a2139d6b22e998f4b768bb16d2adc,1:0xcab39d7d8c3a2139d6b22e998f4b768bb16d2adc,UNKNOWN_REQUIRES_RPC,-1,0xb1588b210a75d66c80dfb84fa8e6daab4b10ceca3ec320a7f26e44818651efcb,20942125,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_5000000_6000000.parquet,eb8d1ad9c414a2cf0a36d3fe5aa0b10e20823399807f3e5cfb6815af4b301cd7,eb1dd4903b4dca827067cfa5ed45a1134940d57c6ba276aeebe9e1eb22aae1a3,0014874b8e3e6917a77be27fab67e8cf029765729943fdb89792c864420bec57,40208a4de65d01759df17fb10e42fc92f9af4418dc073ebe6e45bca5290183bf,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
visor,ethereum,1,2021-09-03T21:12:29Z,10,100,0xcbba590e447e110698c1683d795ca31743569338,1:0xcbba590e447e110698c1683d795ca31743569338,UNKNOWN_REQUIRES_RPC,-1,0xa64833bebd78ea0a2e81f3025c4b944cb16bcdb6cb9672d9330ac9a301a7f50b,13050131,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_16000000_17000000.parquet,8884633f88684708a066a90c98dc23b2402b90a69bfb3608fd643f3ebde0af44,3887d87613c92ed9f0e890949f3d59c967b4b27e8bbbd22c53360978fc6faae4,00071cdea73131a2e91b52395e071204df20c5ce8e89bc99441f66754da6ce57,55dfb1133d0e6e61b39b1c1279bf6ff1d6bed864457737b7cb20851284898bd7,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
wifcoin_eth,ethereum,1,2024-06-11T00:26:59Z,10,100,0x24fee15bc11ff617c042283b58a3bda6441da145,1:0x24fee15bc11ff617c042283b58a3bda6441da145,UNKNOWN_REQUIRES_RPC,-1,0xc54a89ded85c9ccd8f043b4c0d6b337571ae0e430f53ca55f14da8b21a48d287,20046039,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_1000000_2000000.parquet,7529540c96f11e4fc0d376fd36b2953644bebebe317a864615e2d14403a341fe,389877316651f9d1d4f2c4da2b1b6e3fb319092d6fc62aacf85499b79d6d01ab,00136fb7f920a4e4af8f50b2136ebb0fa199be630b88b85f00ebd14804fd6890,afffe309b93bcf244f6fb1d91bc21b2e54a8b7edb1acf28f965c600cdbe51a00,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
wiselending,ethereum,1,2023-08-08T19:13:59Z,10,100,0xd25a6f86c600fcc45348113c9b70a3a082deae07,1:0xd25a6f86c600fcc45348113c9b70a3a082deae07,UNKNOWN_REQUIRES_RPC,-1,0x68779fdd5c6eccfdb19b8f1f21a2468fa119c498fd0582b612077b234ba644ef,17653040,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_1000000_2000000.parquet,7529540c96f11e4fc0d376fd36b2953644bebebe317a864615e2d14403a341fe,0c4c726f4d6745c4705803ceaf394021e14fb49c557d999f5dc0bbc362c32079,00085db4a35262772238bf8a7886cfde043231dbcfbee0e3cfc1a0f1c8334909,4cb155eb225290b2532c5b4afb6d8a862c626ee0904692eb0cb025b191d99f26,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
wiselending02,ethereum,1,2023-12-04T20:28:35Z,10,100,0x2804ca999f6ddfb2e6f1d8571f2df9ea93f7f9d1,1:0x2804ca999f6ddfb2e6f1d8571f2df9ea93f7f9d1,UNKNOWN_REQUIRES_RPC,-1,0xa953d2e2ca7a2e44f5f6627c30d79e705f0a2270641d83c1cbd920f19c62cbeb,18601706,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_2000000_3000000.parquet,6d562e88df03827bfbf01c2b88d473f0dece6ca3dcd2b0c76188bf3236dcdaae,d1c254927def74d4d5ccaf02ae764d688b8c2b7cfbfab126baa5da3acfe50977,00119885fe10f82d16a9a86e5f43008ed425a895950027e2cb9f8886bf9e6654,98d25e2e6733b48e26cb0ff7f45945a75c011bf421188cc5d0304d2e46fbbe58,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
wiselending03,ethereum,1,2023-12-04T20:28:35Z,10,100,0x938307035672c8d2db41e029e6a8292521fdc57f,1:0x938307035672c8d2db41e029e6a8292521fdc57f,UNKNOWN_REQUIRES_RPC,-1,0x8757f53bdfb5d940454153301cd8be3390a2afa21f85c7ce52f690c9fc2fb386,18561514,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_14000000_15000000.parquet,6176cf26c5e071de572e4fa584e8e6126dbdb3267e5f347910a581b7d8a944c6,39bc8f41802e81276484f20af71845f5f119c43e60d6e2b10d187e2b4f00a24c,000d5e61b68e028137312dc7b22952e9e8d6389c5f75b534bd41e35de3945802,b3da6b9c21e1ec3a4aacebb831aa26a4459f6ccf189a8e34c1e731532eda3721,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
xavefinance,ethereum,1,2021-06-25T18:41:21Z,10,100,0x2397a175841e8e34c828de816322617cc13ea58d,1:0x2397a175841e8e34c828de816322617cc13ea58d,UNKNOWN_REQUIRES_RPC,-1,0xa3439663b982714fd66819644df127ee7237777336522ec9f18f99a80e6b96ec,12515008,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_13000000_14000000.parquet,8885bd5034eff92607b7ffb297b079b222764c22e24fbd5bdf3f3d689c1a839b,675247bcb6450cb263cb01b8478a8572eced50f580a29c25fc3951d430d408c8,0009565473c5ad83fd2288ce968f8f56015d1ebd5c4cbdd05bb9305044d4ced5,c56f024b03a498e6d5e55ea455c42fa08e121710e813e872175ff26e78f03be1,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
xbridge,ethereum,1,2023-10-21T11:41:35Z,10,100,0xa6eb3dfa3e42d28d43e0fb243e2f6d94491bb626,1:0xa6eb3dfa3e42d28d43e0fb243e2f6d94491bb626,UNKNOWN_REQUIRES_RPC,-1,0x5ab4dc573385214b48373d56eb88da833c44996cabf43bfd522e98fac474ff0f,18245135,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_15000000_16000000.parquet,fb048ce929cf0d541c7dfe8c10ffb84dba33d093f3718146318d7b12073d7d12,38de2abd7a1f22f51e6ba7fbdefd5ff030695d0de7010679ddfe70a7f55b1208,000bc2ae913486b7629441b162bf4919a36c0a95fcaed6f0d821728cce8637dc,24192dabf9c1bf8aa2a599db555ff8f2e7ec986ca66a7e5bc8c76428518ea43b,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
xcarnival,ethereum,1,2022-06-06T12:43:57Z,10,100,0x39e3d5a5fc3194bf076a46c8e6483310b0ebfe5e,1:0x39e3d5a5fc3194bf076a46c8e6483310b0ebfe5e,UNKNOWN_REQUIRES_RPC,-1,0x70e5f6ad030e97fd2b9926b13202657274e15439061dd230ae3587b0562dcca6,14890121,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_14000000_15000000.parquet,6176cf26c5e071de572e4fa584e8e6126dbdb3267e5f347910a581b7d8a944c6,c68e810b3014b985a998ba02f2905c4405861eb2ce19ae0c038f10d46a1001af,0003d3723fda3bb26800cc889558f3347dae3dc09e9b3883fdc4ef08c97a26b5,3f300c6f8bc8f820b4602a039c813dbee019f575a3b9ac6234ee468387a9d624,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
xst,ethereum,1,2021-02-07T03:17:05Z,10,100,0x3ec8686a5a8da252b07d9240de9b96409050f38c,1:0x3ec8686a5a8da252b07d9240de9b96409050f38c,UNKNOWN_REQUIRES_RPC,-1,0xcbf82b170e3c0dd7d8462ad897cd51ff5c8317e525ec0a4941e11ceb08b78fc4,11670886,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_20000000_21000000.parquet,5408f43ed5a3cd3b27216a3df0904e4053ec650ebb80c9c1c2ede9026839c3b5,a7f5bdad9d07ba389355b5c3174046a231655e1da6d3ddb3825118c094347d7c,000bb21139059c4333d21f2f626db25f8689577c342c76f66cb899fc7c18a3c3,7a8657a617cf389f45fed54aa4f3e0be018ebe7177e6a08d9b4a7ce1feafeacd,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
xst_2,ethereum,1,2021-01-25T05:02:44Z,10,100,0xb6ca65c2305f782f4e84493a24ecfdd2fe594302,1:0xb6ca65c2305f782f4e84493a24ecfdd2fe594302,UNKNOWN_REQUIRES_RPC,-1,0xaab15ba0a91ae60fa507185dd94787138c0405bb3bf4aa5cc7d4d105ab15752e,11689373,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_20000000_21000000.parquet,5408f43ed5a3cd3b27216a3df0904e4053ec650ebb80c9c1c2ede9026839c3b5,3864ed8bf3769c9f05fffea79d0fee74f6fa1c89ce10257fb4adf7916ce9487c,000ac08568c54cbf94b0d0f85d2bc34c168d668af487530618ba4b5628b8487b,bbf0e7d3320f92cb08102e8a73f71f5dc381c0b7dcc3203844f23932350a0cee,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
yearn_ydai,ethereum,1,2020-08-14T06:56:58Z,10,100,0xc623fcddccc150ff9f4fe12836396fc33d57cd59,1:0xc623fcddccc150ff9f4fe12836396fc33d57cd59,UNKNOWN_REQUIRES_RPC,-1,0xacdc2ccfaeceba027afde908d4b245c040cc2fed4e6a9d8a7dae3f08aee80333,10521000,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_20000000_21000000.parquet,5408f43ed5a3cd3b27216a3df0904e4053ec650ebb80c9c1c2ede9026839c3b5,a7df734ea1953eeb208449301ec7f7048e1b0c62ca3fb0c9f93b30bf8dd16b81,0008fbd196eae5f90786f26e093b05182e76ec51697a80441c106af8a8b5338b,8c6056a232b17bc4fc0525fb9dc3a7f1ff473ef9521a1bd5cb461fe98afdd07b,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
yearnfinance,ethereum,1,2020-02-13T01:21:56Z,10,100,0x594d83c74fdf3a475a085939dd945f13a0450099,1:0x594d83c74fdf3a475a085939dd945f13a0450099,UNKNOWN_REQUIRES_RPC,-1,0x6bf60756967e3c09ab9ddc4dde1b8d13a4764e880bc5d7f03a6facdf479d4b68,9388931,UNKNOWN_REQUIRES_RPC,False,v2/contract_deployments/contract_deployments_15000000_16000000.parquet,fb048ce929cf0d541c7dfe8c10ffb84dba33d093f3718146318d7b12073d7d12,23904c36559101be24db58687fd35bd6e01a9f420912bb193148129c86f04156,000fc65132275fc419cb15bb9770a321a82aa7f9d5ef33996c2065d37a9d63fd,3a2944aa5a07f747aa43aa12bf15296deba988b0df85c6c1ccf563e06edafee0,RESERVE_CANDIDATE_REQUIRES_RPC_AND_PAIR_EVIDENCE,False,False,False,False
